title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost,content_name
"3bdrm Apartment in Off Admiralty Way, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 250,000,000",2400.0,3,3,Unfurnished,enterprise,"3bdrm Apartment in Off Admiralty Way, Lekki Phase 1 for sale"
"Furnished 2bdrm Block of Flats in Secured Estate, Cement for sale","Agege, Cement",Cement,Agege,"₦ 110,000,000",700.0,2,2,Furnished,enterprise,"Furnished 2bdrm Block of Flats in Secured Estate, Cement for sale"
"4bdrm Duplex in Secured Area, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,"₦ 230,000,000",260.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Secured Area, Ifako-Ogba for sale"
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 550,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Ikota for sale
"Furnished 2bdrm Apartment in Cello 3, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 260,000,000",300.0,2,2,Furnished,enterprise,"Furnished 2bdrm Apartment in Cello 3, Lekki Phase 1 for sale"
3bdrm Apartment in Banana Island Ikoyi for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 1,100,000,000",1000.0,3,4,Semi-Furnished,enterprise,3bdrm Apartment in Banana Island Ikoyi for sale
5bdrm Duplex in Alaka Estate for sale,"Surulere, Alaka Estate",Alaka Estate,Surulere,"₦ 430,000,000",1000.0,5,1,Unfurnished,enterprise,5bdrm Duplex in Alaka Estate for sale
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 350,000,000",1000.0,5,1,Unfurnished,enterprise,5bdrm Duplex in Sangotedo for sale
5bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 370,000,000",1000.0,5,5,Unfurnished,enterprise,5bdrm House in Ikota for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 330,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 650,000,000",350.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Ikeja for sale
4bdrm Duplex in Maryland for sale,"Lagos State, Maryland",Maryland,Lagos State,"₦ 450,000,000",300.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Maryland for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 600,000,000",450.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
6bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 400,000,000",400.0,6,6,Unfurnished,enterprise,6bdrm Duplex in Ajah for sale
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,200,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki Phase 1 for sale
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 380,000,000",450.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Sangotedo for sale
"5bdrm Duplex in Narayi High Cost, Kaduna / Kaduna State for sale","Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,"₦ 80,000,000",652.0,5,5,Unfurnished,enterprise,"5bdrm Duplex in Narayi High Cost, Kaduna / Kaduna State for sale"
4bdrm House in Silver Spring Agungi for sale,"Lekki, Agungi",Agungi,Lekki,"₦ 300,000,000",500.0,4,5,Unfurnished,enterprise,4bdrm House in Silver Spring Agungi for sale
4bdrm Duplex in Seagate Estate Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 500,000,000",1000.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Seagate Estate Ikate for sale
"4bdrm Duplex in Maryland Ikeja Lagos, Mende for sale","Maryland, Mende",Mende,Maryland,"₦ 750,000,000",500.0,4,5,Semi-Furnished,enterprise,"4bdrm Duplex in Maryland Ikeja Lagos, Mende for sale"
4bdrm Duplex in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 180,000,000",1000.0,4,1,Unfurnished,enterprise,4bdrm Duplex in Abule Egba for sale
4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,"₦ 570,000,000",1000.0,4,1,Unfurnished,enterprise,4bdrm Duplex in Opebi for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 600,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
"Furnished 4bdrm Duplex in Akute, Ojodu for sale","Lagos State, Ojodu",Ojodu,Lagos State,"₦ 150,000,000",600.0,4,4,Furnished,vip_gold,"Furnished 4bdrm Duplex in Akute, Ojodu for sale"
5bdrm House in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,100,000,000",400.0,5,5,Unfurnished,enterprise,5bdrm House in Lekki for sale
4bdrm Duplex in Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,"₦ 500,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Magodo for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 320,000,000",450.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 330,000,000",250.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Townhouse/Terrace in Lifecamp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 190,000,000",450.0,5,5,Unfurnished,enterprise,5bdrm Townhouse/Terrace in Lifecamp for sale
5bdrm Duplex in Ogombo for sale,"Ajah, Ogombo",Ogombo,Ajah,"₦ 350,000,000",300.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Ogombo for sale
"5bdrm Duplex in Royal Gardens Estate, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 650,000,000",400.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Royal Gardens Estate, Off Lekki-Epe Expressway for sale"
4bdrm Bungalow in Eleko Junction Ibeju for sale,"Ibeju, Eleko",Eleko,Ibeju,"₦ 70,000,000",600.0,4,5,Semi-Furnished,enterprise,4bdrm Bungalow in Eleko Junction Ibeju for sale
5bdrm Duplex in Orchid Lekki Lagos for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 750,000,000",603.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Orchid Lekki Lagos for sale
3bdrm Apartment in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,"₦ 175,000,000",1000.0,3,1,Unfurnished,enterprise,3bdrm Apartment in Opebi for sale
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 600,000,000",500.0,5,6,Unfurnished,enterprise,5bdrm Duplex in Chevron for sale
Furnished 2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 165,000,000",120.0,2,2,Furnished,enterprise,Furnished 2bdrm Apartment in Ikate for sale
"4bdrm Duplex in General Paint, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 145,000,000",10.0,4,4,Unfurnished,enterprise,"4bdrm Duplex in General Paint, Ajah for sale"
4bdrm Duplex in Jahi Abuja for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 400,000,000",1500.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Jahi Abuja for sale
Furnished 3bdrm Townhouse/Terrace in Lugbe Opposite for sale,"Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,"₦ 160,000,000",450.0,3,4,Furnished,enterprise,Furnished 3bdrm Townhouse/Terrace in Lugbe Opposite for sale
"4bdrm Duplex in Peter Odili Road, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 320,000,000",400.0,4,5,Semi-Furnished,enterprise,"4bdrm Duplex in Peter Odili Road, for sale"
"Furnished 4bdrm Bungalow in Almond Garden, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 150,000,000",500.0,4,5,Furnished,enterprise,"Furnished 4bdrm Bungalow in Almond Garden, Enugu for sale"
3bdrm Duplex in Lafiaji for sale,"Lekki, Lafiaji",Lafiaji,Lekki,"₦ 140,000,000",300.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Lafiaji for sale
3bdrm Apartment in Ikeja Gra Lagos for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 800,000,000",1000.0,3,4,Semi-Furnished,enterprise,3bdrm Apartment in Ikeja Gra Lagos for sale
3bdrm Block of Flats in Lekki Phase 1 Right for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,200,000,000",550.0,3,4,Semi-Furnished,enterprise,3bdrm Block of Flats in Lekki Phase 1 Right for sale
4bdrm House in Omole Phase 2 Lagos for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,"₦ 280,000,000",500.0,4,5,Semi-Furnished,enterprise,4bdrm House in Omole Phase 2 Lagos for sale
7bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 2,200,000,000",1000.0,7,1,Unfurnished,enterprise,7bdrm Duplex in Osapa london for sale
4bdrm Duplex in Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,"₦ 650,000,000",300.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Magodo for sale
4bdrm Townhouse/Terrace in Lifecamp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 230,000,000",200.0,4,4,Unfurnished,enterprise,4bdrm Townhouse/Terrace in Lifecamp for sale
"4bdrm Duplex in New Layout Estate, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 200,000,000",500.0,4,6,Semi-Furnished,enterprise,"4bdrm Duplex in New Layout Estate, for sale"
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 480,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Sangotedo for sale
"4bdrm Duplex in Citadel Views Estate, Ogombo for sale","Ajah, Ogombo",Ogombo,Ajah,"₦ 230,000,000",250.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Citadel Views Estate, Ogombo for sale"
"3bdrm House in Mojisola Onikoyi, Banana Island for sale","Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 720,000,000",1000.0,3,1,Unfurnished,enterprise,"3bdrm House in Mojisola Onikoyi, Banana Island for sale"
"2bdrm Duplex in Makogi Estate, Lekki Expressway for sale","Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 85,000,000",400.0,2,2,Unfurnished,enterprise,"2bdrm Duplex in Makogi Estate, Lekki Expressway for sale"
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 940,000,000",500.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 200,000,000",350.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 480,000,000",400.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
"4bdrm Duplex in Shell Co-Operative, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,"₦ 260,000,000",320.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Shell Co-Operative, Obio-Akpor for sale"
4bdrm Townhouse/Terrace in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 350,000,000",250.0,4,4,Unfurnished,enterprise,4bdrm Townhouse/Terrace in Jahi for sale
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 220,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Ikota for sale
5bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 600,000,000",350.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Lekki Phase 2 for sale
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 550,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Chevron for sale
3bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 135,000,000",300.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Sangotedo for sale
3bdrm Bungalow in Graceland Estate for sale,"Ajah, Oke Ira / Ajah",Oke Ira / Ajah,Ajah,"₦ 95,000,000",600.0,3,4,Semi-Furnished,enterprise,3bdrm Bungalow in Graceland Estate for sale
3bdrm Apartment in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 370,000,000",1000.0,3,4,Semi-Furnished,enterprise,3bdrm Apartment in Lekki Phase 1 Lagos for sale
"2bdrm Apartment in Ikoyi Lagos, Gerard Road for sale","Ikoyi, Gerard Road",Gerard Road,Ikoyi,"₦ 450,000,000",1000.0,2,3,Semi-Furnished,enterprise,"2bdrm Apartment in Ikoyi Lagos, Gerard Road for sale"
"5bdrm Duplex in Cowrie Creek, Ikate for sale","Lekki, Ikate",Ikate,Lekki,"₦ 1,200,000,000",1000.0,5,1,Unfurnished,enterprise,"5bdrm Duplex in Cowrie Creek, Ikate for sale"
5bdrm Duplex in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 6,918,100,000",1000.0,5,1,Unfurnished,enterprise,5bdrm Duplex in Old Ikoyi for sale
7bdrm Block of Flats in Egbeda for sale,"Alimosho, Egbeda",Egbeda,Alimosho,"₦ 300,000,000",1000.0,7,1,Unfurnished,enterprise,7bdrm Block of Flats in Egbeda for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
"6bdrm Duplex in Kukwaba, Around, Kaura for sale","Abuja (FCT), Kaura",Kaura,Abuja (FCT),"₦ 450,000,000",500.0,6,7,Unfurnished,enterprise,"6bdrm Duplex in Kukwaba, Around, Kaura for sale"
6bdrm Duplex in Abuja (FCT) for sale,Abuja (FCT),Abuja (FCT),,"₦ 750,000,000",500.0,6,6,Unfurnished,enterprise,6bdrm Duplex in Abuja (FCT) for sale
"3bdrm Block of Flats in Eagle Estate, Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 72,750,000",300.0,3,4,Unfurnished,enterprise,"3bdrm Block of Flats in Eagle Estate, Off, Port-Harcourt for sale"
"2bdrm Block of Flats in Rumuibekwe Estate, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 290,000,000",752.0,2,3,Semi-Furnished,enterprise,"2bdrm Block of Flats in Rumuibekwe Estate, for sale"
"Furnished 4bdrm Duplex in Secured Area, Aguda / Ogba for sale","Ogba, Aguda / Ogba",Aguda / Ogba,Ogba,"₦ 400,000,000",280.0,4,4,Furnished,enterprise,"Furnished 4bdrm Duplex in Secured Area, Aguda / Ogba for sale"
5bdrm Duplex in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 550,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in VGC / Ajah for sale
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 800,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki Phase 1 for sale
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 550,000,000",350.0,4,5,Unfurnished,enterprise,4bdrm Duplex in Jahi for sale
"2bdrm Apartment in Yaba Lagos, Alagomeji for sale","Yaba, Alagomeji",Alagomeji,Yaba,"₦ 170,000,000",550.0,2,3,Semi-Furnished,enterprise,"2bdrm Apartment in Yaba Lagos, Alagomeji for sale"
4bdrm House in Northern Foreshore for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 700,000,000",600.0,4,4,Semi-Furnished,enterprise,4bdrm House in Northern Foreshore for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 849,000,000",420.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 250,000,000",350.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 320,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
2bdrm Bungalow in Ogombo for sale,"Ajah, Ogombo",Ogombo,Ajah,"₦ 40,000,000",250.0,2,3,Unfurnished,enterprise,2bdrm Bungalow in Ogombo for sale
7bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 1,500,000,000",700.0,7,8,Unfurnished,enterprise,7bdrm Duplex in Guzape District for sale
6bdrm Mansion in Wuye Main for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),"₦ 1,600,000,000",600.0,6,7,Unfurnished,enterprise,6bdrm Mansion in Wuye Main for sale
6bdrm Duplex in Apo Resettlement for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),"₦ 680,000,000",500.0,6,7,Unfurnished,enterprise,6bdrm Duplex in Apo Resettlement for sale
5bdrm Duplex in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 1,100,000,000",800.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Jabi for sale
"3bdrm Townhouse/Terrace in Kagini, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),"₦ 95,000,000",220.0,3,4,Unfurnished,enterprise,"3bdrm Townhouse/Terrace in Kagini, Kubwa for sale"
"4bdrm Duplex in 79Th Estate Akwaka, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 191,400,000",300.0,4,5,Semi-Furnished,enterprise,"4bdrm Duplex in 79Th Estate Akwaka, for sale"
"2bdrm Block of Flats in Secured Area, Iju-Ishaga for sale","Agege, Iju-Ishaga",Iju-Ishaga,Agege,"₦ 130,000,000",650.0,2,2,Semi-Furnished,enterprise,"2bdrm Block of Flats in Secured Area, Iju-Ishaga for sale"
4bdrm Duplex in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,"₦ 150,000,000",200.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Abijo for sale
Furnished 4bdrm Duplex in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 800,000,000",500.0,4,5,Furnished,enterprise,Furnished 4bdrm Duplex in Victoria Island Extension for sale
5bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 450,000,000",1000.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Chevron Drive Lekki for sale
6bdrm Block of Flats in New Oko Oba for sale,"Agege, New Oko Oba",New Oko Oba,Agege,"₦ 300,000,000",1000.0,6,1,Unfurnished,enterprise,6bdrm Block of Flats in New Oko Oba for sale
4bdrm Duplex in Ifako-Gbagada for sale,"Gbagada, Ifako-Gbagada",Ifako-Gbagada,Gbagada,"₦ 350,000,000",1000.0,4,1,Unfurnished,enterprise,4bdrm Duplex in Ifako-Gbagada for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 370,000,000",350.0,3,3,Semi-Furnished,enterprise,3bdrm Apartment in Lekki for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Lekki for sale
"4bdrm Duplex in St Martin Estate, Pyakasa for sale","Abuja (FCT), Pyakasa",Pyakasa,Abuja (FCT),"₦ 200,000,000",700.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in St Martin Estate, Pyakasa for sale"
2bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 110,000,000",214.0,2,2,Semi-Furnished,enterprise,2bdrm Duplex in Sangotedo for sale
"4bdrm Bungalow in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 160,000,000",500.0,4,5,Unfurnished,enterprise,"4bdrm Bungalow in Centenary City, Enugu for sale"
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 210,000,000",300.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Lekki for sale
3bdrm Bungalow in Karsana for sale,"Gwagwa, Karsana",Karsana,Gwagwa,"₦ 170,000,000",500.0,3,3,Unfurnished,enterprise,3bdrm Bungalow in Karsana for sale
4bdrm Townhouse/Terrace in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 270,000,000",250.0,4,4,Unfurnished,enterprise,4bdrm Townhouse/Terrace in Guzape for sale
2bdrm Apartment in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,"₦ 90,000,000",250.0,2,2,Unfurnished,enterprise,2bdrm Apartment in Gbagada for sale
4bdrm House in Omole Phase 2 for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,"₦ 200,000,000",250.0,4,4,Unfurnished,enterprise,4bdrm House in Omole Phase 2 for sale
5bdrm Duplex in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 3,250,000,000",400.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Banana Island for sale
Furnished 4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 420,000,000",250.0,4,4,Furnished,enterprise,Furnished 4bdrm Duplex in Lekki for sale
4bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 450,000,000",200.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Guzape District for sale
4bdrm Duplex in Wuse 2 Abuja for sale,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),"₦ 750,000,000",2000.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Wuse 2 Abuja for sale
4bdrm Duplex in Jahi Abuja for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 570,000,000",500.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Jahi Abuja for sale
4bdrm Duplex in GRA Phase 3 / Port-Harcourt for sale,"Port-Harcourt, GRA Phase 3 / Port-Harcourt",GRA Phase 3 / Port-Harcourt,Port-Harcourt,"₦ 400,000,000",465.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in GRA Phase 3 / Port-Harcourt for sale
"5bdrm Duplex in Newheaven, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 350,000,000",600.0,5,5,Semi-Furnished,diamond,"5bdrm Duplex in Newheaven, Enugu for sale"
5bdrm House in Off Lekki-Epe Expressway for sale,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 350,000,000",500.0,5,5,Semi-Furnished,diamond,5bdrm House in Off Lekki-Epe Expressway for sale
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,100,000,000",500.0,5,5,Unfurnished,diamond,5bdrm Duplex in Lekki Phase 1 for sale
5bdrm House in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 470,000,000",500.0,5,5,Semi-Furnished,diamond,5bdrm House in VGC / Ajah for sale
"2bdrm House in Rockvale Manors, Apo Resettlement for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,"₦ 110,000,000",500.0,2,2,Unfurnished,diamond,"2bdrm House in Rockvale Manors, Apo Resettlement for sale"
"4bdrm Duplex in Ikolaba Estate, Agodi for sale","Ibadan, Agodi",Agodi,Ibadan,"₦ 220,000,000",400.0,4,4,Semi-Furnished,diamond,"4bdrm Duplex in Ikolaba Estate, Agodi for sale"
5bdrm Duplex in Ikota Lekki Lagos for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 650,000,000",650.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Ikota Lekki Lagos for sale
5bdrm Duplex in Orchid Lekki Lagos for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 480,000,000",600.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Orchid Lekki Lagos for sale
5bdrm Duplex in Ologolo Lekki Lagos for sale,"Lekki, Ologolo",Ologolo,Lekki,"₦ 600,000,000",600.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Ologolo Lekki Lagos for sale
2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",350.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Lekki for sale
"4bdrm Apartment in Jahi, Abuja for sale","Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 165,000,000",250.0,4,4,Unfurnished,diamond,"4bdrm Apartment in Jahi, Abuja for sale"
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 155,000,000",350.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ajah for sale
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 600,000,000",350.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Lekki for sale
4bdrm Duplex in Ogudu Gra for sale,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,"₦ 260,000,000",250.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Ogudu Gra for sale
5bdrm Duplex in Ajah Lekki for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 300,000,000",100.0,5,5,Unfurnished,enterprise,5bdrm Duplex in Ajah Lekki for sale
5bdrm Duplex in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 1,500,000,000",100.0,5,5,Unfurnished,enterprise,5bdrm Duplex in VGC / Ajah for sale
4bdrm Duplex in Ikota Villa for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 150,000,000",100.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ikota Villa for sale
"4bdrm Duplex in Orchid, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 230,000,000",100.0,4,4,Unfurnished,enterprise,"4bdrm Duplex in Orchid, Lekki for sale"
Furnished 4bdrm House in Adeniyi Jones for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,"₦ 380,000,000",500.0,4,4,Furnished,diamond,Furnished 4bdrm House in Adeniyi Jones for sale
4bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 170,000,000",100.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Ikota for sale
