title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost,content_name
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 222,000,000",500.0,4,4,Unfurnished,vip_gold,4bdrm Duplex in Abraham Adesanya Estate for sale
"Furnished 3bdrm Bungalow in Unique Estate, Baruwa for sale","Ipaja, Baruwa",Baruwa,Ipaja,"₦ 120,000,000",600.0,3,3,Furnished,vip,"Furnished 3bdrm Bungalow in Unique Estate, Baruwa for sale"
"5bdrm Duplex in Cbn Estate, Apo for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,"₦ 160,000,000",190.0,5,5,Unfurnished,diamond,"5bdrm Duplex in Cbn Estate, Apo for sale"
5bdrm Bungalow in Ekenwan Road Benin for sale,"Edo State, Benin City",Benin City,Edo State,"₦ 85,000,000",466.0,5,5,Semi-Furnished,diamond,5bdrm Bungalow in Ekenwan Road Benin for sale
"3bdrm Bungalow in Saint Louis, Ushafa for sale","Bwari, Ushafa",Ushafa,Bwari,"₦ 18,000,000",500.0,3,3,Unfurnished,diamond,"3bdrm Bungalow in Saint Louis, Ushafa for sale"
4bdrm Duplex in Ejigbo / Ejigbo for sale,"Ejigbo, Ejigbo / Ejigbo",Ejigbo / Ejigbo,Ejigbo,"₦ 220,000,000",120.0,4,4,Semi-Furnished,False,4bdrm Duplex in Ejigbo / Ejigbo for sale
"4bdrm Duplex in Great Citizens, Ushafa for sale","Bwari, Ushafa",Ushafa,Bwari,"₦ 40,000,000",600.0,4,6,Unfurnished,diamond,"4bdrm Duplex in Great Citizens, Ushafa for sale"
3bdrm Block of Flats in Akowonjo for sale,"Alimosho, Akowonjo",Akowonjo,Alimosho,"₦ 180,000,000",800.0,3,4,Unfurnished,False,3bdrm Block of Flats in Akowonjo for sale
Furnished 5bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 270,000,000",250.0,5,4,Furnished,False,Furnished 5bdrm Duplex in Abraham Adesanya Estate for sale
"5bdrm Duplex in Peace Land, Obafemi-Owode for sale","Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,"₦ 135,000,000",300.0,5,5,Semi-Furnished,False,"5bdrm Duplex in Peace Land, Obafemi-Owode for sale"
7bdrm Duplex in Gwarinpa Karsana for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 470,000,000",800.0,7,8,Semi-Furnished,diamond,7bdrm Duplex in Gwarinpa Karsana for sale
6bdrm House in Ndokwa West for sale,"Delta State, Ndokwa West",Ndokwa West,Delta State,"₦ 50,000,000",1000.0,6,6,Unfurnished,False,6bdrm House in Ndokwa West for sale
"Furnished 4bdrm Block of Flats in Gemade, Egbeda / Egbeda for sale","Egbeda, Egbeda / Egbeda",Egbeda / Egbeda,Egbeda,"₦ 360,000,000",600.0,4,4,Furnished,premium,"Furnished 4bdrm Block of Flats in Gemade, Egbeda / Egbeda for sale"
3bdrm Block of Flats in Alagbado for sale,"Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,"₦ 100,000,000",640.0,3,7,Unfurnished,premium,3bdrm Block of Flats in Alagbado for sale
Furnished 18bdrm Block of Flats in Iju-Ishaga for sale,"Agege, Iju-Ishaga",Iju-Ishaga,Agege,"₦ 130,000,000",640.0,18,20,Furnished,premium,Furnished 18bdrm Block of Flats in Iju-Ishaga for sale
Furnished 4bdrm Duplex in Akowonjo for sale,"Alimosho, Akowonjo",Akowonjo,Alimosho,"₦ 200,000,000",435.0,4,4,Furnished,premium,Furnished 4bdrm Duplex in Akowonjo for sale
Furnished 8bdrm Duplex in Oba Akran for sale,"Ikeja, Oba Akran",Oba Akran,Ikeja,"₦ 450,000,000",610.0,8,8,Furnished,premium,Furnished 8bdrm Duplex in Oba Akran for sale
"Furnished 6bdrm Block of Flats in Anifowoshe, Ikeja for sale","Lagos State, Ikeja",Ikeja,Lagos State,"₦ 380,000,000",777.0,6,6,Furnished,premium,"Furnished 6bdrm Block of Flats in Anifowoshe, Ikeja for sale"
"Furnished 7bdrm Duplex in Amazing Grace Estate, New Oko Oba for sale","Agege, New Oko Oba",New Oko Oba,Agege,"₦ 300,000,000",640.0,7,7,Furnished,premium,"Furnished 7bdrm Duplex in Amazing Grace Estate, New Oko Oba for sale"
"Furnished 3bdrm Duplex in Off Awuse Estate, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,"₦ 180,000,000",250.0,3,4,Furnished,premium,"Furnished 3bdrm Duplex in Off Awuse Estate, Opebi for sale"
3bdrm Bungalow in Gwarinpa Gear for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 190,000,000",700.0,3,4,Semi-Furnished,diamond,3bdrm Bungalow in Gwarinpa Gear for sale
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 90,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
"6bdrm Duplex in Urban Prime 2 Estate, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 370,000,000",300.0,6,7,Semi-Furnished,False,"6bdrm Duplex in Urban Prime 2 Estate, Off Lekki-Epe Expressway for sale"
5bdrm Duplex in Thomas for sale,"Ajah, Thomas Estate",Thomas Estate,Ajah,"₦ 260,000,000",250.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Thomas for sale
"5bdrm Bungalow in Comcom, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 40,000,000",1000.0,5,5,Unfurnished,False,"5bdrm Bungalow in Comcom, Port-Harcourt for sale"
3bdrm Bungalow in Dutse Tipped Said for sale,"Abuja (FCT), Dutse-Alhaji",Dutse-Alhaji,Abuja (FCT),"₦ 40,000,000",600.0,3,4,Semi-Furnished,diamond,3bdrm Bungalow in Dutse Tipped Said for sale
4bdrm House in Idado for sale,"Lekki, Idado",Idado,Lekki,"₦ 280,000,000",500.0,4,4,Semi-Furnished,diamond,4bdrm House in Idado for sale
4bdrm Apartment in Ikeja GRA for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 445,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Apartment in Ikeja GRA for sale
"3bdrm Bungalow in Lekki Avana Estate, Elerangbe for sale","Ibeju, Elerangbe",Elerangbe,Ibeju,"₦ 76,000,000",300.0,3,3,Semi-Furnished,enterprise,"3bdrm Bungalow in Lekki Avana Estate, Elerangbe for sale"
4bdrm Bungalow in Alaba for sale,"Ojo, Alaba",Alaba,Ojo,"₦ 80,000,000",670.0,4,4,Unfurnished,enterprise,4bdrm Bungalow in Alaba for sale
2bdrm Apartment in Ilaje / Lekki for sale,"Lekki, Ilaje / Lekki",Ilaje / Lekki,Lekki,"₦ 79,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Ilaje / Lekki for sale
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 140,000,000",300.0,4,4,Unfurnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
1bdrm Apartment in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 41,000,000",150.0,1,1,Semi-Furnished,enterprise,1bdrm Apartment in Sangotedo for sale
"3bdrm Duplex in Ore Ofe, Akala Express for sale","Ibadan, Akala Express",Akala Express,Ibadan,"₦ 180,000,000",600.0,3,3,Unfurnished,enterprise,"3bdrm Duplex in Ore Ofe, Akala Express for sale"
"Furnished 3bdrm House in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 150,000,000",100.0,3,3,Furnished,False,"Furnished 3bdrm House in River Park Estate, Lugbe District for sale"
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 140,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
1bdrm Apartment in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 100,000,000",500.0,1,1,Semi-Furnished,diamond,1bdrm Apartment in Victoria Island Extension for sale
"4bdrm Duplex in Adeosun Estate., Oluyole for sale","Oyo State, Oluyole",Oluyole,Oyo State,"₦ 350,000,000",256.0,4,5,Semi-Furnished,False,"4bdrm Duplex in Adeosun Estate., Oluyole for sale"
"Furnished 4bdrm Bungalow in Agu-Agba Layout, Awka for sale","Anambra State, Awka",Awka,Anambra State,"₦ 100,000,000",465.0,4,4,Furnished,False,"Furnished 4bdrm Bungalow in Agu-Agba Layout, Awka for sale"
"4bdrm Apartment in Lagos, Eko Atlantic for sale","Lagos State, Eko Atlantic",Eko Atlantic,Lagos State,"₦ 1,680,000,000",178.0,4,5,Semi-Furnished,premium,"4bdrm Apartment in Lagos, Eko Atlantic for sale"
2bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 70,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Duplex in Sangotedo for sale
6bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 625,000,000",450.0,6,5,Semi-Furnished,enterprise,6bdrm Duplex in Chevron for sale
2bdrm Apartment in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,"₦ 45,000,000",250.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Abijo for sale
2bdrm Apartment in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 350,000,000",500.0,2,2,Semi-Furnished,diamond,2bdrm Apartment in Victoria Island Extension for sale
4bdrm Duplex in Jakande for sale,"Lekki, Jakande",Jakande,Lekki,"₦ 150,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Jakande for sale
2bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 96,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Duplex in Abraham Adesanya Estate for sale
"3bdrm Bungalow in Ifesowapo Street, for sale","Ibadan, Akala Express",Akala Express,Ibadan,"₦ 70,000,000",250.0,3,3,Unfurnished,premium,"3bdrm Bungalow in Ifesowapo Street, for sale"
3bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 76,000,000",250.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Abraham Adesanya Estate for sale
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 130,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Sangotedo for sale
"4bdrm Duplex in Atlantic Nominee, Abraham Adesanya Estate for sale","Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 120,000,000",250.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Atlantic Nominee, Abraham Adesanya Estate for sale"
"Furnished 6bdrm Duplex in Divine Estate, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,"₦ 110,000,000",646.0,6,6,Furnished,False,"Furnished 6bdrm Duplex in Divine Estate, Obio-Akpor for sale"
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 120,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
3bdrm Apartment in Ipaja Road for sale,"Ipaja, Ipaja Road",Ipaja Road,Ipaja,"₦ 82,000,000",200.0,3,3,Semi-Furnished,enterprise,3bdrm Apartment in Ipaja Road for sale
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 400,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Lekki Phase 1 for sale
4bdrm Duplex in Thomas for sale,"Ajah, Thomas Estate",Thomas Estate,Ajah,"₦ 142,000,000",200.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Thomas for sale
"4bdrm Duplex in Golden Park Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,"₦ 210,000,000",300.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Golden Park Estate, Sangotedo for sale"
3bdrm Apartment in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 450,000,000",500.0,3,3,Semi-Furnished,diamond,3bdrm Apartment in Victoria Island Extension for sale
1bdrm Apartment in Ilaje / Lekki for sale,"Lekki, Ilaje / Lekki",Ilaje / Lekki,Lekki,"₦ 56,000,000",200.0,1,1,Semi-Furnished,enterprise,1bdrm Apartment in Ilaje / Lekki for sale
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 300,000,000",300.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Ikota for sale
"Furnished 3bdrm House in Akoda, Osogbo for sale","Osun State, Osogbo",Osogbo,Osun State,"₦ 25,000,000",120.0,3,3,Furnished,False,"Furnished 3bdrm House in Akoda, Osogbo for sale"
"2bdrm Block of Flats in Holy Crap, Ushafa for sale","Bwari, Ushafa",Ushafa,Bwari,"₦ 70,000,000",600.0,2,3,Unfurnished,diamond,"2bdrm Block of Flats in Holy Crap, Ushafa for sale"
"4bdrm Duplex in Beechwood Estate, Bogije for sale","Ibeju, Bogije",Bogije,Ibeju,"₦ 180,000,000",350.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Beechwood Estate, Bogije for sale"
5bdrm Duplex in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,"₦ 600,000,000",350.0,5,6,Semi-Furnished,enterprise,5bdrm Duplex in Ologolo for sale
2bdrm Apartment in Abijo Estate for sale,"Ibeju, Abijo",Abijo,Ibeju,"₦ 45,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Abijo Estate for sale
3bdrm Bungalow in Ushafa for sale,"Bwari, Ushafa",Ushafa,Bwari,"₦ 15,000,000",300.0,3,4,Semi-Furnished,diamond,3bdrm Bungalow in Ushafa for sale
5bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 250,000,000",400.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Abraham Adesanya Estate for sale
"8bdrm Mansion in Prime Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 165,000,000",4665.0,8,12,Unfurnished,False,"8bdrm Mansion in Prime Estate, Port-Harcourt for sale"
4bdrm Duplex in Vgc Extension for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 150,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Vgc Extension for sale
2bdrm Block of Flats in Super City Ushafa for sale,"Bwari, Ushafa",Ushafa,Bwari,"₦ 240,000,000",900.0,2,3,Semi-Furnished,diamond,2bdrm Block of Flats in Super City Ushafa for sale
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 155,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 600,000,000",350.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Osapa london for sale
4bdrm Bungalow in Awoyaya for sale,"Ibeju, Awoyaya",Awoyaya,Ibeju,"₦ 75,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Bungalow in Awoyaya for sale
3bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 100,000,000",280.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Abraham Adesanya Estate for sale
"5bdrm Duplex in Megamound, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 280,000,000",650.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Megamound, Lekki for sale"
Furnished 4bdrm Duplex in Lagelu for sale,"Oyo State, Lagelu",Lagelu,Oyo State,"₦ 60,000,000",600.0,4,5,Furnished,False,Furnished 4bdrm Duplex in Lagelu for sale
4bdrm Duplex in Lekki Garden Phase 2 for sale,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Ajah,"₦ 115,000,000",300.0,4,4,Unfurnished,False,4bdrm Duplex in Lekki Garden Phase 2 for sale
"5bdrm Penthouse in Queen Elizabeth, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 200,000,000",600.0,5,6,Semi-Furnished,diamond,"5bdrm Penthouse in Queen Elizabeth, Gwarinpa for sale"
2bdrm Apartment in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,"₦ 46,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Apartment in Abijo for sale
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 600,000,000",500.0,5,7,Semi-Furnished,False,5bdrm Duplex in Osapa london for sale
"5bdrm Duplex in Sahara, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),"₦ 300,000,000",800.0,5,6,Unfurnished,enterprise,"5bdrm Duplex in Sahara, Lokogoma for sale"
"Furnished 6bdrm Block of Flats in Kuola, Oluyole Estate for sale","Ibadan, Oluyole Estate",Oluyole Estate,Ibadan,"₦ 65,000,000",500.0,6,6,Furnished,diamond,"Furnished 6bdrm Block of Flats in Kuola, Oluyole Estate for sale"
3bdrm Bungalow in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 112,000,000",250.0,3,3,Semi-Furnished,enterprise,3bdrm Bungalow in Abraham Adesanya Estate for sale
4bdrm Duplex in Jakande for sale,"Lekki, Jakande",Jakande,Lekki,"₦ 380,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Jakande for sale
3bdrm Bungalow in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,"₦ 85,000,000",310.0,3,4,Semi-Furnished,enterprise,3bdrm Bungalow in Eleko for sale
12bdrm Mansion in Jabi Estate for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 2,500,000,000",1100.0,12,12,Semi-Furnished,vip_gold,12bdrm Mansion in Jabi Estate for sale
"5bdrm Duplex in Lekki County, Ikota for sale","Lekki, Ikota",Ikota,Lekki,"₦ 250,000,000",350.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Lekki County, Ikota for sale"
3bdrm Bungalow in Olokonla for sale,"Ajah, Olokonla",Olokonla,Ajah,"₦ 70,000,000",300.0,3,3,Semi-Furnished,enterprise,3bdrm Bungalow in Olokonla for sale
"5bdrm Duplex in Lekki County, Ikota for sale","Lekki, Ikota",Ikota,Lekki,"₦ 680,000,000",500.0,5,5,Semi-Furnished,enterprise,"5bdrm Duplex in Lekki County, Ikota for sale"
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 470,000,000",450.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Sangotedo for sale
4bdrm Duplex in Surulere Lagos for sale,"Surulere, Aguda / Surulere",Aguda / Surulere,Surulere,"₦ 420,000,000",150.0,4,5,Semi-Furnished,diamond,4bdrm Duplex in Surulere Lagos for sale
3bdrm Duplex in Ilaje / Lekki for sale,"Lekki, Ilaje / Lekki",Ilaje / Lekki,Lekki,"₦ 105,000,000",250.0,3,3,Semi-Furnished,enterprise,3bdrm Duplex in Ilaje / Lekki for sale
4bdrm Duplex in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 750,000,000",500.0,4,4,Semi-Furnished,diamond,4bdrm Duplex in Victoria Island Extension for sale
"8bdrm Room & Parlour in Tako 3, Ajarah, Badagry / Badagry for sale","Badagry, Badagry / Badagry",Badagry / Badagry,Badagry,"₦ 12,000,000",1350.0,8,2,Unfurnished,False,"8bdrm Room & Parlour in Tako 3, Ajarah, Badagry / Badagry for sale"
"4bdrm House in Beechwood Estate, Bogije for sale","Ibeju, Bogije",Bogije,Ibeju,"₦ 150,000,000",250.0,4,4,Semi-Furnished,enterprise,"4bdrm House in Beechwood Estate, Bogije for sale"
4bdrm Townhouse/Terrace in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 130,000,000",100.0,4,4,Semi-Furnished,enterprise,4bdrm Townhouse/Terrace in Ikota for sale
"Furnished 6bdrm Block of Flats in Confidential, Abeokuta North for sale","Ogun State, Abeokuta North",Abeokuta North,Ogun State,"₦ 120,000,000",5000.0,6,4,Furnished,False,"Furnished 6bdrm Block of Flats in Confidential, Abeokuta North for sale"
2bdrm Duplex in Jakande for sale,"Lekki, Jakande",Jakande,Lekki,"₦ 110,000,000",200.0,2,2,Semi-Furnished,enterprise,2bdrm Duplex in Jakande for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 140,000,000",310.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,900,000,000",5000.0,5,5,Semi-Furnished,vip_gold,5bdrm Duplex in Osapa london for sale
"2bdrm Bungalow in Road Trip 3, Dutse-Alhaji for sale","Abuja (FCT), Dutse-Alhaji",Dutse-Alhaji,Abuja (FCT),"₦ 15,000,000",40.0,2,2,Semi-Furnished,diamond,"2bdrm Bungalow in Road Trip 3, Dutse-Alhaji for sale"
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 270,000,000",250.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Sangotedo for sale
4bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 150,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm House in Ikota for sale
2bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 80,000,000",250.0,2,2,Semi-Furnished,enterprise,2bdrm Duplex in Abraham Adesanya Estate for sale
2bdrm Bungalow in Ushafa By Scc for sale,"Bwari, Ushafa",Ushafa,Bwari,"₦ 1,500,000",800.0,2,2,Semi-Furnished,diamond,2bdrm Bungalow in Ushafa By Scc for sale
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 180,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
2bdrm Apartment in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 550,000,000",500.0,2,2,Semi-Furnished,diamond,2bdrm Apartment in Victoria Island Extension for sale
Furnished 4bdrm Block of Flats in Oke Omiru Off Osogbo for sale,"Osun State, Ilesa",Ilesa,Osun State,"₦ 20,000,000",900.0,4,4,Furnished,False,Furnished 4bdrm Block of Flats in Oke Omiru Off Osogbo for sale
5bdrm Duplex in Jahi By Gilmore for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 320,000,000",1000.0,5,6,Semi-Furnished,diamond,5bdrm Duplex in Jahi By Gilmore for sale
6bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,400,000,000",500.0,6,6,Semi-Furnished,enterprise,6bdrm Duplex in Lekki Phase 1 for sale
"5bdrm House in Fo1, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),"₦ 280,000,000",1200.0,5,6,Unfurnished,False,"5bdrm House in Fo1, Kubwa for sale"
Furnished 12bdrm Block of Flats in Ushafa for sale,"Bwari, Ushafa",Ushafa,Bwari,"₦ 150,000,000",700.0,12,16,Furnished,False,Furnished 12bdrm Block of Flats in Ushafa for sale
"4bdrm Bungalow in Olosun, Apata for sale","Ibadan, Apata",Apata,Ibadan,"₦ 10,000,000",300.0,4,5,Semi-Furnished,False,"4bdrm Bungalow in Olosun, Apata for sale"
5bdrm Duplex in Ikeja GRA for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 1,100,000,000",250.0,5,5,Semi-Furnished,enterprise,5bdrm Duplex in Ikeja GRA for sale
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 150,000,000",300.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Sangotedo for sale
1bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 75,000,000",250.0,1,1,Semi-Furnished,enterprise,1bdrm Duplex in Ikota for sale
"4bdrm Apartment in Oral Estate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 230,000,000",400.0,4,4,Unfurnished,False,"4bdrm Apartment in Oral Estate, Lekki for sale"
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 150,000,000",320.0,4,5,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 201,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Chevron for sale
"4bdrm Duplex in Atlantic Nominee, Abraham Adesanya Estate for sale","Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 120,000,000",250.0,4,4,Semi-Furnished,enterprise,"4bdrm Duplex in Atlantic Nominee, Abraham Adesanya Estate for sale"
3bdrm Apartment in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 750,000,000",500.0,3,3,Semi-Furnished,diamond,3bdrm Apartment in Victoria Island Extension for sale
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 150,000,000",310.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Lekki for sale
Furnished 1bdrm Bungalow in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 35,000,000",36.0,1,1,Furnished,enterprise,Furnished 1bdrm Bungalow in Abraham Adesanya Estate for sale
"4bdrm Duplex in Berger Estate, Alagbado for sale","Ifako-Ijaiye, Alagbado",Alagbado,Ifako-Ijaiye,"₦ 290,000,000",420.0,4,4,Semi-Furnished,vip_gold,"4bdrm Duplex in Berger Estate, Alagbado for sale"
4bdrm Duplex in Ogombo for sale,"Ajah, Ogombo",Ogombo,Ajah,"₦ 160,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Ogombo for sale
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 112,000,000",200.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Abraham Adesanya Estate for sale
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 172,000,000",250.0,4,4,Semi-Furnished,enterprise,4bdrm Duplex in Sangotedo for sale
