title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 870,000,000",450.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 330,000,000",350.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 450,000,000",400.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 210,000,000",250.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,"₦ 700,000,000",350.0,4,4,Unfurnished,enterprise
"3bdrm Bungalow in Eliparawon Off Ada, Rumueprikom for sale","Port-Harcourt, Rumueprikom",Rumueprikom,Port-Harcourt,"₦ 115,000,000",465.0,3,3,Semi-Furnished,enterprise
"Furnished 9bdrm Duplex in Ada-George, Port for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 300,000,000",500.0,9,11,Furnished,enterprise
Furnished 5bdrm Duplex in Bunkoro for sale,"Gwarinpa, Bunkoro",Bunkoro,Gwarinpa,"₦ 650,000,000",900.0,5,6,Furnished,enterprise
2bdrm House in GRA Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,"₦ 350,000,000",1000.0,2,1,Unfurnished,enterprise
3bdrm Block of Flats in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 250,000,000",1000.0,3,1,Unfurnished,enterprise
Furnished 6bdrm House in Banana Island Ikoyi for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 11,500,000,000",2245.0,6,7,Furnished,enterprise
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 380,000,000",400.0,4,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",400.0,5,5,Semi-Furnished,enterprise
"3bdrm Bungalow in Von Axis, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 60,000,000",350.0,3,4,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 550,000,000",350.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 450,000,000",250.0,4,4,Unfurnished,enterprise
5bdrm Duplex in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 800,000,000",650.0,5,5,Semi-Furnished,enterprise
"5bdrm Duplex in Rroyal Gardens, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 900,000,000",600.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Zone B for sale,"Apo District, Zone B",Zone B,Apo District,"₦ 2,000,000,000",2300.0,5,6,Unfurnished,enterprise
4bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 180,000,000",1000.0,4,5,Unfurnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 450,000,000",1000.0,5,1,Unfurnished,enterprise
5bdrm House in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 550,000,000",1000.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Orchid Lekki for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 480,000,000",1000.0,5,6,Semi-Furnished,enterprise
2bdrm Penthouse in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 180,000,000",350.0,2,2,Semi-Furnished,enterprise
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 290,000,000",350.0,3,3,Semi-Furnished,enterprise
6bdrm Duplex in Wuse Zone 7 for sale,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),"₦ 850,000,000",450.0,6,7,Unfurnished,enterprise
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 220,000,000",350.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 300,000,000",350.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 350,000,000",1000.0,5,1,Unfurnished,enterprise
4bdrm Maisonette in Ikoyi South West for sale,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,"₦ 450,000,000",500.0,4,5,Semi-Furnished,enterprise
"4bdrm Duplex in Ikeja, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,"₦ 570,000,000",300.0,4,5,Semi-Furnished,enterprise
"3bdrm Bungalow in Spring Meadow, Apo Resettlement for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,"₦ 115,000,000",650.0,3,4,Unfurnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 600,000,000",350.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 2,000,000,000",500.0,5,5,Unfurnished,enterprise
"3bdrm Bungalow in Rumuakparali, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,"₦ 95,000,000",300.0,3,3,Semi-Furnished,enterprise
5bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 600,000,000",500.0,5,5,Semi-Furnished,enterprise
2bdrm Bungalow in Eleko for sale,"Ibeju, Eleko",Eleko,Ibeju,"₦ 4,500,000",150.0,2,1,Unfurnished,enterprise
3bdrm Block of Flats in Garki Abuja Nigeria for sale,"Jigawa State, Garki",Garki,Jigawa State,"₦ 4,800,000,000",2500.0,3,4,Semi-Furnished,enterprise
"Mini Flat in Bricks & More Plaza, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 75,000,000",40.0,1,1,Unfurnished,enterprise
12bdrm Block of Flats in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 110,000,000",60.0,12,8,Unfurnished,enterprise
3bdrm Penthouse in Happy Land Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 120,000,000",252.0,3,3,Unfurnished,enterprise
6bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 2,300,000,000",800.0,6,6,Unfurnished,enterprise
4bdrm Apartment in Ikeja GRA for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 500,000,000",350.0,4,4,Unfurnished,enterprise
2bdrm Apartment in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,"₦ 95,000,000",100.0,2,2,Unfurnished,enterprise
"4bdrm Duplex in Peter Odili, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 330,000,000",500.0,4,4,Semi-Furnished,enterprise
"5bdrm Duplex in Lekki Palm City, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 190,000,000",10.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 950,000,000",700.0,5,6,Semi-Furnished,enterprise
5bdrm Duplex in Nta Road Behind Ait for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 130,000,000",466.0,5,7,Semi-Furnished,enterprise
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 230,000,000",350.0,4,4,Semi-Furnished,enterprise
"Furnished 4bdrm Block of Flats in Oke Aro Estate, Giwa for sale","Kaduna State, Giwa",Giwa,Kaduna State,"₦ 19,000,000",370.0,4,2,Furnished,enterprise
4bdrm Duplex in Citec Mbora for sale,"Abuja (FCT), Mbora",Mbora,Abuja (FCT),"₦ 250,000,000",350.0,4,5,Unfurnished,enterprise
"18bdrm Block of Flats in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 460,000,000",1200.0,18,18,Unfurnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 220,000,000",350.0,4,4,Unfurnished,enterprise
3bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 130,000,000",10.0,3,3,Unfurnished,enterprise
Furnished 5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 150,000,000",500.0,5,6,Furnished,enterprise
2bdrm Apartment in Iwaya for sale,"Yaba, Iwaya",Iwaya,Yaba,"₦ 100,000,000",400.0,2,2,Unfurnished,enterprise
Furnished 3bdrm Apartment in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,"₦ 130,000,000",500.0,3,4,Furnished,enterprise
Furnished 2bdrm Apartment in Abraham Adesanya for sale,"Surulere, Abraham Adesanya",Abraham Adesanya,Surulere,"₦ 97,500,000",500.0,2,2,Furnished,enterprise
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 250,000,000",500.0,2,3,Furnished,enterprise
5bdrm House in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,650,000,000",1000.0,5,1,Unfurnished,enterprise
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 300,000,000",400.0,3,3,Semi-Furnished,enterprise
Furnished 4bdrm Maisonette in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,"₦ 4,500,000,000",450.0,4,4,Furnished,enterprise
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 320,000,000",350.0,4,4,Unfurnished,enterprise
"5bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 210,000,000",500.0,5,6,Unfurnished,enterprise
4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,"₦ 140,000,000",300.0,4,5,Unfurnished,enterprise
3bdrm Apartment in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 155,000,000",150.0,3,3,Unfurnished,enterprise
"4bdrm Duplex in Sangotedo, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 180,000,000",10.0,4,4,Unfurnished,enterprise
"3bdrm Bungalow in Tinubu Estate, Iwo Road for sale","Ibadan, Iwo Road",Iwo Road,Ibadan,"₦ 68,000,000",350.0,3,4,Semi-Furnished,enterprise
5bdrm Duplex in Parkview Estate for sale,"Ikoyi, Parkview Estate",Parkview Estate,Ikoyi,"₦ 5,100,000,000",550.0,5,5,Semi-Furnished,enterprise
4bdrm Duplex in Abraham Adesanya Estate for sale,"Ajah, Abraham Adesanya Estate",Abraham Adesanya Estate,Ajah,"₦ 180,000,000",250.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Abijo for sale,"Ibeju, Abijo",Abijo,Ibeju,"₦ 221,000,000",3420.0,4,4,Semi-Furnished,enterprise
Furnished 4bdrm Duplex in Peter Odili Road for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 380,000,000",400.0,4,4,Furnished,enterprise
5bdrm Duplex in Ogudu GRA for sale,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,"₦ 550,000,000",1000.0,5,1,Unfurnished,enterprise
2bdrm Apartment in Ologolo Lekki Lagos for sale,"Lekki, Ologolo",Ologolo,Lekki,"₦ 95,000,000",650.0,2,3,Semi-Furnished,enterprise
5bdrm Duplex in Gwarinpa for sale,"Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),"₦ 800,000,000",900.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 750,000,000",350.0,5,5,Semi-Furnished,enterprise
"4bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 200,000,000",300.0,4,5,Unfurnished,enterprise
4bdrm Bungalow in Eligbolo Off Eliozu for sale,"Port-Harcourt, Eliozu",Eliozu,Port-Harcourt,"₦ 75,000,000",350.0,4,4,Semi-Furnished,enterprise
"3bdrm Bungalow in Celica Estate, Alakia for sale","Ibadan, Alakia",Alakia,Ibadan,"₦ 85,000,000",600.0,3,4,Semi-Furnished,enterprise
2bdrm Apartment in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,"₦ 220,000,000",400.0,2,2,Unfurnished,enterprise
"3bdrm Bungalow in Maryland, Mende for sale","Maryland, Mende",Mende,Maryland,"₦ 530,000,000",486.0,3,3,Unfurnished,enterprise
4bdrm Duplex in Off Admiralty Way for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 780,000,000",377.0,4,5,Semi-Furnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",350.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 190,000,000",350.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 480,000,000",400.0,5,5,Semi-Furnished,enterprise
Furnished 4bdrm Duplex in Abuja (FCT) for sale,Abuja (FCT),Abuja (FCT),,"₦ 700,000,000",350.0,4,4,Furnished,enterprise
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,500,000,000",400.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 160,000,000",350.0,4,4,Unfurnished,enterprise
2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,"₦ 300,000,000",150.0,2,2,Unfurnished,enterprise
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 500,000,000",250.0,3,3,Unfurnished,enterprise
"4bdrm Duplex in Engr. Lere Adigun, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,"₦ 370,000,000",450.0,4,4,Semi-Furnished,enterprise
6bdrm Duplex in Asokoro Main Abuja for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 1,500,000,000",600.0,6,7,Semi-Furnished,enterprise
8bdrm Mansion in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 7,800,000,000",2000.0,8,9,Semi-Furnished,enterprise
7bdrm Mansion in Zone 2 / Wuse for sale,"Wuse, Zone 2 / Wuse",Zone 2 / Wuse,Wuse,"₦ 3,000,000,000",1500.0,7,7,Unfurnished,enterprise
"Furnished 2bdrm Apartment in Mojisola Onikoyi, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 650,000,000",600.0,2,3,Furnished,enterprise
Furnished 4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 220,000,000",500.0,4,5,Furnished,enterprise
4bdrm House in Lafiaji for sale,"Lekki, Lafiaji",Lafiaji,Lekki,"₦ 155,000,000",1000.0,4,1,Unfurnished,enterprise
5bdrm House in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,720,000,000",1000.0,5,6,Semi-Furnished,enterprise
"4bdrm Duplex in Kayfarm Estate, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,"₦ 255,000,000",450.0,4,4,Unfurnished,enterprise
"4bdrm Apartment in Victoria Island, Kofo Abayomi for sale","Victoria Island, Kofo Abayomi",Kofo Abayomi,Victoria Island,"₦ 2,250,000,000",1000.0,4,5,Semi-Furnished,enterprise
4bdrm Duplex in Labak Estate for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 200,000,000",557.0,4,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 400,000,000",350.0,5,5,Semi-Furnished,enterprise
"2bdrm Bungalow in Valley View Estate, Iyana Ipaja for sale","Ipaja, Iyana Ipaja",Iyana Ipaja,Ipaja,"₦ 35,000,000",200.0,2,3,Unfurnished,enterprise
"4bdrm Duplex in Golf Annex, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 130,000,000",400.0,4,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 2,000,000,000",400.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 700,000,000",350.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,750,000,000",350.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 120,000,000",350.0,4,4,Unfurnished,enterprise
"4bdrm Duplex in Royal Garden Estate, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,"₦ 250,000,000",300.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 360,000,000",350.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 180,000,000",400.0,4,4,Unfurnished,enterprise
5bdrm House in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 800,000,000",600.0,5,6,Semi-Furnished,enterprise
5bdrm Duplex in Megamond Estate for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 650,000,000",500.0,5,6,Semi-Furnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 1,500,000,000",400.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Maitama for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 6,000,000,000",1000.0,5,5,Unfurnished,enterprise
"5bdrm Duplex in River Park Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 300,000,000",550.0,5,6,Unfurnished,enterprise
4bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 400,000,000",300.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",250.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 750,000,000",250.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Ojodu for sale,"Lagos State, Ojodu",Ojodu,Lagos State,"₦ 400,000,000",550.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 2,700,000,000",350.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Gbalajam Woji for sale,"Port-Harcourt, Woji",Woji,Port-Harcourt,"₦ 330,000,000",330.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 100,000,000",250.0,4,4,Semi-Furnished,diamond
"3bdrm Duplex in Naf Harmony Estate, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 300,000,000",465.0,3,4,Semi-Furnished,enterprise
5bdrm Duplex in Ada George Port for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 400,000,000",955.0,5,7,Semi-Furnished,enterprise
"Furnished 3bdrm Block of Flats in Kings Court, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 450,000,000",600.0,3,3,Furnished,enterprise
Furnished 4bdrm Maisonette in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 4,500,000,000",1000.0,4,1,Furnished,enterprise
5bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,650,000,000",1000.0,5,6,Semi-Furnished,enterprise
"5bdrm Duplex in Naf Valley Estate, Asokoro for sale","Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 650,000,000",820.0,5,5,Unfurnished,enterprise
2bdrm Block of Flats in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),"₦ 55,000,000",250.0,2,2,Unfurnished,enterprise
5bdrm Duplex in Omole Phase 1 for sale,"Ikeja, Omole Phase 1",Omole Phase 1,Ikeja,"₦ 850,000,000",400.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,300,000,000",500.0,5,5,Semi-Furnished,enterprise
4bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 450,000,000",200.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Off Lekki-Epe Expressway for sale,"Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,"₦ 700,000,000",450.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Maitama for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 2,000,000,000",700.0,5,6,Unfurnished,enterprise
3bdrm Duplex in Pen Cinema for sale,"Agege, Pen Cinema",Pen Cinema,Agege,"₦ 140,000,000",1000.0,3,1,Unfurnished,enterprise
2bdrm Apartment in Alausa Ikeja Lagos for sale,"Ikeja, Alausa",Alausa,Ikeja,"₦ 230,000,000",1000.0,2,2,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",450.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 470,000,000",400.0,5,5,Semi-Furnished,enterprise
Furnished 4bdrm Duplex in Sangotedo Lagos for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 240,000,000",767.0,4,3,Furnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 170,000,000",250.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Ojodu for sale,"Lagos State, Ojodu",Ojodu,Lagos State,"₦ 580,000,000",400.0,5,5,Unfurnished,enterprise
"3bdrm Bungalow in Ada George, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 100,000,000",465.0,3,3,Semi-Furnished,enterprise
5bdrm Duplex in Lekki Palm City for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 260,000,000",10.0,5,5,Unfurnished,enterprise
8bdrm Mansion in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 8,000,000,000",2300.0,8,9,Semi-Furnished,enterprise
3bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 170,000,000",1000.0,3,1,Unfurnished,enterprise
4bdrm Duplex in Alaka Estate for sale,"Surulere, Alaka Estate",Alaka Estate,Surulere,"₦ 450,000,000",1000.0,4,1,Unfurnished,enterprise
4bdrm House in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 450,000,000",1000.0,4,1,Unfurnished,enterprise
4bdrm House in Ikeja GRA for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,"₦ 800,000,000",1000.0,4,1,Unfurnished,enterprise
4bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 200,000,000",350.0,4,6,Unfurnished,enterprise
"5bdrm Duplex in Efab City Estate, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,"₦ 400,000,000",620.0,5,5,Semi-Furnished,enterprise
4bdrm Block of Flats in Ejigbo for sale,"Ejigbo, Ejigbo / Ejigbo",Ejigbo / Ejigbo,Ejigbo,"₦ 120,000,000",500.0,4,4,Unfurnished,enterprise
7bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),"₦ 315,000,000",500.0,7,8,Unfurnished,enterprise
3bdrm Maisonette in Osborne Foreshore Estate for sale,"Ikoyi, Osborne Foreshore Estate",Osborne Foreshore Estate,Ikoyi,"₦ 540,000,000",150.0,3,3,Unfurnished,enterprise
7bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 800,000,000",500.0,7,7,Unfurnished,enterprise
4bdrm Maisonette in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 4,500,000,000",35.0,4,4,Unfurnished,enterprise
3bdrm Duplex in Ilupeju for sale,"Lagos State, Ilupeju",Ilupeju,Lagos State,"₦ 300,000,000",200.0,3,3,Unfurnished,enterprise
6bdrm Duplex in Apo Resettlement for sale,"Apo District, Apo Resettlement",Apo Resettlement,Apo District,"₦ 665,000,000",600.0,6,7,Semi-Furnished,enterprise
"5bdrm Duplex in Barnawa Gra Phase 1, Kaduna / Kaduna State for sale","Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,"₦ 108,000,000",900.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,100,000,000",1000.0,5,1,Unfurnished,enterprise
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,200,000,000",1000.0,5,1,Unfurnished,enterprise
4bdrm Duplex in Opebi Ikeja Lagos for sale,"Ikeja, Opebi",Opebi,Ikeja,"₦ 370,000,000",2000.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 280,000,000",300.0,4,4,Semi-Furnished,enterprise
8bdrm Block of Flats in Igando / Ikotun/Igando for sale,"Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,"₦ 55,000,000",300.0,8,8,Unfurnished,enterprise
5bdrm Duplex in Ayobo for sale,"Ipaja, Ayobo",Ayobo,Ipaja,"₦ 70,000,000",167.0,5,6,Unfurnished,enterprise
6bdrm Duplex in Lokogoma for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),"₦ 330,000,000",600.0,6,7,Unfurnished,enterprise
"5bdrm Duplex in Bricks Garden, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 90,000,000",500.0,5,6,Unfurnished,enterprise
5bdrm Duplex in Sangotedo Ajah for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 400,000,000",400.0,5,5,Semi-Furnished,enterprise
"4bdrm Duplex in Nuga Luxury, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 75,000,000",350.0,4,5,Unfurnished,enterprise
5bdrm House in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",500.0,5,5,Unfurnished,enterprise
