title,region,region_name,region_parent_name,price,property_size,bedrooms,bathrooms,furnishing,is_boost
5bdrm House in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,100,000,000",1000.0,5,1,Unfurnished,enterprise
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,500,000,000",1000.0,5,1,Unfurnished,enterprise
6bdrm House in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 2,700,000,000",1000.0,6,1,Unfurnished,enterprise
4bdrm Duplex in Adeniyi Jones Ikeja for sale,"Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,"₦ 450,000,000",1000.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 350,000,000",600.0,5,6,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,300,000,000",400.0,5,5,Semi-Furnished,enterprise
3bdrm Maisonette in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 300,000,000",350.0,3,3,Semi-Furnished,enterprise
"4bdrm Duplex in Floursh Estate, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 110,000,000",350.0,4,5,Unfurnished,enterprise
3bdrm Bungalow in Lokogoma By Express for sale,"Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),"₦ 145,000,000",541.0,3,4,Unfurnished,enterprise
"4bdrm Duplex in Nut/Behind Shafa, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 60,000,000",450.0,4,5,Unfurnished,enterprise
"4bdrm Duplex in Wtc Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 350,000,000",500.0,4,5,Unfurnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 1,300,000,000",400.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 210,000,000",300.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Akobo for sale,"Ibadan, Akobo",Akobo,Ibadan,"₦ 210,000,000",500.0,4,5,Unfurnished,enterprise
Furnished 3bdrm Apartment in Abraham Adesanya for sale,"Surulere, Abraham Adesanya",Abraham Adesanya,Surulere,"₦ 107,500,000",600.0,3,3,Furnished,enterprise
3bdrm Apartment in Banana Island Ikoyi for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 975,000,000",1000.0,3,4,Semi-Furnished,enterprise
3bdrm Apartment in Lekki Phase 1 Right for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 230,000,000",1000.0,3,4,Semi-Furnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 750,000,000",400.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 470,000,000",500.0,5,6,Unfurnished,enterprise
4bdrm Duplex in Osapa Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 250,000,000",300.0,4,4,Semi-Furnished,enterprise
2bdrm Apartment in Olokonla Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 75,000,000",111.0,2,2,Unfurnished,enterprise
"Furnished 3bdrm Townhouse/Terrace in Behind Dunamis, Lugbe District","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 180,000,000",300.0,3,4,Furnished,enterprise
5bdrm Duplex in Osapa Lekki Lagos for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 455,000,000",550.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 850,000,000",500.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",550.0,4,4,Unfurnished,enterprise
6bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,400,000,000",500.0,6,6,Unfurnished,enterprise
"4bdrm Duplex in Atlantic Layout, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 170,000,000",10.0,4,4,Unfurnished,enterprise
3bdrm Bungalow in Ibadan for sale,"Oyo State, Ibadan",Ibadan,Oyo State,"₦ 90,000,000",500.0,3,3,Unfurnished,enterprise
"5bdrm Duplex in Peter Odili, Port for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 550,000,000",470.0,5,6,Semi-Furnished,enterprise
4bdrm Duplex in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 150,000,000",1000.0,4,1,Unfurnished,enterprise
5bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 330,000,000",1000.0,5,5,Unfurnished,enterprise
"4bdrm Duplex in Heliu Estate, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 200,000,000",500.0,4,5,Unfurnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 270,000,000",250.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 195,000,000",300.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 470,000,000",349.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Ojodu for sale,"Lagos State, Ojodu",Ojodu,Lagos State,"₦ 450,000,000",300.0,4,4,Unfurnished,enterprise
5bdrm House in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,800,000,000",350.0,5,5,Unfurnished,enterprise
"5bdrm Duplex in General Paint, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,"₦ 260,000,000",10.0,5,5,Unfurnished,enterprise
3bdrm Bungalow in Awoyaya for sale,"Ibeju, Awoyaya",Awoyaya,Ibeju,"₦ 67,000,000",300.0,3,3,Semi-Furnished,enterprise
2bdrm Apartment in Bogije for sale,"Ibeju, Bogije",Bogije,Ibeju,"₦ 125,000,000",400.0,2,3,Unfurnished,enterprise
"2bdrm Block of Flats in Gerald Estate, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 100,000,000",600.0,2,3,Unfurnished,enterprise
5bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 600,000,000",700.0,5,6,Unfurnished,enterprise
6bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 1,400,000,000",1300.0,6,7,Unfurnished,enterprise
2bdrm House in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,"₦ 250,000,000",1000.0,2,1,Unfurnished,enterprise
Furnished 4bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),"₦ 130,000,000",900.0,4,5,Furnished,enterprise
5bdrm Duplex in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 5,500,000,000",400.0,5,5,Semi-Furnished,enterprise
6bdrm Duplex in Jabi Main for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),"₦ 2,500,000,000",600.0,6,7,Unfurnished,enterprise
4bdrm Duplex in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,"₦ 220,000,000",250.0,4,4,Unfurnished,enterprise
"4bdrm Duplex in Makogi, Obafemi-Owode for sale","Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,"₦ 55,000,000",324.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 450,000,000",400.0,5,5,Semi-Furnished,enterprise
4bdrm Duplex in Mercyland Extension for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 225,000,000",465.0,4,5,Semi-Furnished,enterprise
7bdrm House in Zone 1 / Wuse for sale,"Wuse, Zone 1 / Wuse",Zone 1 / Wuse,Wuse,"₦ 870,000,000",610.0,7,10,Semi-Furnished,enterprise
5bdrm Duplex in Banana Island Ikoyi for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 6,300,000,000",500.0,5,6,Semi-Furnished,enterprise
"4bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 210,000,000",500.0,4,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 875,000,000",600.0,5,5,Semi-Furnished,enterprise
2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 170,000,000",300.0,2,2,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 230,000,000",350.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 150,000,000",350.0,4,4,Semi-Furnished,enterprise
"5bdrm Duplex in Ikota Gra, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 270,000,000",10.0,5,5,Unfurnished,enterprise
"4bdrm Penthouse in Carlton Gate Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,"₦ 380,000,000",450.0,4,4,Semi-Furnished,enterprise
Furnished 5bdrm House in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 1,200,000,000",600.0,5,6,Furnished,enterprise
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 860,000,000",1000.0,5,1,Unfurnished,enterprise
4bdrm Duplex in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 950,000,000",1000.0,4,1,Unfurnished,enterprise
6bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),"₦ 200,000,000",750.0,6,6,Unfurnished,enterprise
2bdrm Block of Flats in Ogba Ikeja Lagos for sale,"Ogba, Oke-Ira / Ogba",Oke-Ira / Ogba,Ogba,"₦ 600,000,000",692.0,2,2,Unfurnished,enterprise
3bdrm Apartment in Alagomeji Yaba Lagos for sale,"Yaba, Alagomeji",Alagomeji,Yaba,"₦ 260,000,000",1000.0,3,4,Semi-Furnished,enterprise
4bdrm Duplex in Lekki Gardens 2 for sale,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Ajah,"₦ 140,000,000",1000.0,4,5,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 255,000,000",350.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 250,000,000",350.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,300,000,000",400.0,5,5,Semi-Furnished,enterprise
6bdrm Duplex in Durumi for sale,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),"₦ 350,000,000",450.0,6,6,Unfurnished,enterprise
1bdrm Block of Flats in Sabo for sale,"Yaba, Sabo / Yaba",Sabo / Yaba,Yaba,"₦ 30,000,000",200.0,1,2,Unfurnished,enterprise
"8bdrm Duplex in Ndic Directors, Idu Industrial for sale","Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),"₦ 350,000,000",900.0,8,9,Unfurnished,enterprise
"5bdrm Duplex in Independence Layout, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 400,000,000",600.0,5,6,Unfurnished,enterprise
5bdrm Duplex in Ogudu GRA for sale,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,"₦ 400,000,000",300.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 370,000,000",400.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 150,000,000",250.0,4,4,Unfurnished,enterprise
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,"₦ 210,000,000",600.0,4,4,Unfurnished,enterprise
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 200,000,000",300.0,4,4,Semi-Furnished,enterprise
5bdrm Duplex in Berger for sale,"Ojodu, Berger",Berger,Ojodu,"₦ 450,000,000",1000.0,5,1,Unfurnished,enterprise
3bdrm House in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 600,000,000",1000.0,3,1,Unfurnished,enterprise
1bdrm Apartment in Idado Estate Lekki for sale,"Lekki, Idado",Idado,Lekki,"₦ 100,000,000",1000.0,1,2,Semi-Furnished,enterprise
6bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 1,400,000,000",1000.0,6,7,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 450,000,000",350.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 480,000,000",300.0,5,5,Semi-Furnished,enterprise
2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 370,000,000",400.0,2,2,Semi-Furnished,enterprise
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 849,000,000",600.0,5,6,Unfurnished,enterprise
"4bdrm Duplex in Pearl Garden Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,"₦ 290,000,000",450.0,4,4,Semi-Furnished,enterprise
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 300,000,000",150.0,2,2,Unfurnished,enterprise
Furnished 2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 350,000,000",150.0,2,2,Furnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 220,000,000",400.0,4,4,Unfurnished,enterprise
"5bdrm Duplex in Okebadan Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,"₦ 230,000,000",450.0,5,6,Semi-Furnished,enterprise
"5bdrm Bungalow in Biala Estate., Iwo Road for sale","Ibadan, Iwo Road",Iwo Road,Ibadan,"₦ 85,000,000",700.0,5,8,Semi-Furnished,enterprise
Furnished 2bdrm Apartment in Iwaya for sale,"Yaba, Iwaya",Iwaya,Yaba,"₦ 100,000,000",300.0,2,2,Furnished,enterprise
Furnished 5bdrm House in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),"₦ 7,000,000,000",2216.0,5,8,Furnished,enterprise
3bdrm Duplex in Harris Drive Vgc for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 165,000,000",1000.0,3,3,Unfurnished,enterprise
"5bdrm Duplex in Private Property, Guzape District for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),"₦ 1,500,000,000",1800.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 840,000,000",400.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 650,000,000",400.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 370,000,000",350.0,5,5,Semi-Furnished,enterprise
Furnished 4bdrm Apartment in Oko Oba Estate for sale,"Agege, New Oko Oba",New Oko Oba,Agege,"₦ 300,000,000",300.0,4,5,Furnished,enterprise
"7bdrm Duplex in Praise Hill Estate, Obafemi-Owode for sale","Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,"₦ 140,000,000",600.0,7,9,Unfurnished,enterprise
6bdrm Mansion in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,700,000,000",450.0,6,6,Unfurnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 255,000,000",350.0,4,4,Unfurnished,enterprise
"6bdrm Duplex in Kukwab Abuja, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),"₦ 650,000,000",700.0,6,7,Semi-Furnished,enterprise
5bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),"₦ 2,000,000,000",500.0,5,6,Semi-Furnished,enterprise
4bdrm Duplex in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 1,200,000,000",1000.0,4,1,Unfurnished,enterprise
"4bdrm Duplex in Nizamiya Hospital, Karmo for sale","Abuja (FCT), Karmo",Karmo,Abuja (FCT),"₦ 150,000,000",300.0,4,5,Unfurnished,enterprise
6bdrm Duplex in Old Ikoyi Lagos for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 2,600,000,000",1000.0,6,7,Semi-Furnished,enterprise
5bdrm Duplex in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,500,000,000",400.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Victory Park Estate for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 875,000,000",1000.0,5,6,Semi-Furnished,enterprise
5bdrm House in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,500,000,000",1000.0,5,6,Semi-Furnished,enterprise
4bdrm Duplex in Maryland Estate for sale,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,"₦ 350,000,000",1000.0,4,5,Semi-Furnished,enterprise
5bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 500,000,000",500.0,5,6,Semi-Furnished,enterprise
"2bdrm Apartment in Victoria Island, Ligali Ayorinde for sale","Victoria Island, Ligali Ayorinde",Ligali Ayorinde,Victoria Island,"₦ 525,000,000",500.0,2,3,Semi-Furnished,enterprise
Furnished 9bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,"₦ 900,000,000",1000.0,9,9,Furnished,enterprise
"6bdrm House in Victoria Garden City, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 1,200,000,000",1000.0,6,6,Semi-Furnished,enterprise
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 300,000,000",300.0,5,5,Semi-Furnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,500,000,000",450.0,5,5,Semi-Furnished,enterprise
"Furnished 5bdrm Duplex in Chevron Estate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 380,000,000",480.0,5,6,Furnished,enterprise
"Furnished 4bdrm Duplex in Abijo Gra, Lagos. for sale","Ibeju, Abijo",Abijo,Ibeju,"₦ 150,000,000",200.0,4,3,Furnished,enterprise
Furnished 4bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,"₦ 700,000,000",500.0,4,4,Furnished,enterprise
4bdrm Duplex in Ipaja for sale,"Lagos State, Ipaja",Ipaja,Lagos State,"₦ 150,000,000",200.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 550,000,000",400.0,5,5,Semi-Furnished,enterprise
5bdrm House in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 1,500,000,000",200.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 500,000,000",450.0,5,5,Unfurnished,enterprise
3bdrm Apartment in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,"₦ 135,000,000",180.0,3,3,Unfurnished,enterprise
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 400,000,000",300.0,4,4,Unfurnished,enterprise
Furnished 3bdrm Duplex in Idu for sale,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),"₦ 110,000,000",500.0,3,3,Furnished,enterprise
"4bdrm Duplex in Dana Estate, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,"₦ 195,000,000",350.0,4,5,Semi-Furnished,enterprise
Furnished 5bdrm Duplex in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 950,000,000",500.0,5,6,Furnished,enterprise
10bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 2,000,000,000",100.0,10,1,Unfurnished,enterprise
5bdrm House in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 5,500,000,000",1000.0,5,1,Unfurnished,enterprise
5bdrm Duplex in Vgc Lekki Lagos for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,"₦ 470,000,000",500.0,5,6,Semi-Furnished,enterprise
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 550,000,000",3000.0,3,4,Semi-Furnished,enterprise
2bdrm Apartment in Oniru Victoria for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,"₦ 290,000,000",1000.0,2,2,Semi-Furnished,enterprise
"4bdrm Duplex in Private Property, Kado for sale","Abuja (FCT), Kado",Kado,Abuja (FCT),"₦ 300,000,000",2400.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,"₦ 400,000,000",300.0,5,5,Semi-Furnished,enterprise
7bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 2,200,000,000",450.0,7,7,Semi-Furnished,enterprise
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 650,000,000",400.0,5,5,Semi-Furnished,enterprise
"3bdrm Apartment in Beaufort Court, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),"₦ 67,000,000",250.0,3,4,Unfurnished,enterprise
"5bdrm Bungalow in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,"₦ 135,000,000",500.0,5,5,Unfurnished,enterprise
2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,"₦ 250,000,000",150.0,2,2,Unfurnished,enterprise
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 550,000,000",250.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 950,000,000",350.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,"₦ 1,100,000,000",500.0,4,4,Unfurnished,enterprise
"4bdrm Duplex in Mbodo Aluu, East West Road for sale","Port-Harcourt, East West Road",East West Road,Port-Harcourt,"₦ 55,000,000",465.0,4,4,Semi-Furnished,enterprise
"4bdrm Duplex in Ikota Gra, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,"₦ 150,000,000",10.0,4,4,Unfurnished,enterprise
"4bdrm Duplex in Engineer Lere Adigun, Basorun for sale","Ibadan, Basorun",Basorun,Ibadan,"₦ 280,000,000",450.0,4,4,Unfurnished,enterprise
"3bdrm Apartment in Off Admiralty Way, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 250,000,000",2400.0,3,3,Unfurnished,enterprise
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 550,000,000",350.0,5,5,Semi-Furnished,enterprise
"Furnished 2bdrm Apartment in Cello 3, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 260,000,000",300.0,2,2,Furnished,enterprise
5bdrm Duplex in Alaka Estate for sale,"Surulere, Alaka Estate",Alaka Estate,Surulere,"₦ 430,000,000",1000.0,5,1,Unfurnished,enterprise
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 350,000,000",1000.0,5,1,Unfurnished,enterprise
5bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,"₦ 370,000,000",1000.0,5,5,Unfurnished,enterprise
3bdrm Apartment in Banana Island Ikoyi for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,"₦ 1,100,000,000",1000.0,3,4,Semi-Furnished,enterprise
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 330,000,000",350.0,4,4,Semi-Furnished,enterprise
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 230,000,000",300.0,4,4,Semi-Furnished,enterprise
6bdrm Maisonette in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),"₦ 350,000,000",500.0,6,7,Unfurnished,enterprise
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,"₦ 600,000,000",450.0,5,5,Unfurnished,enterprise
6bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 400,000,000",400.0,6,6,Unfurnished,enterprise
4bdrm Duplex in Maryland for sale,"Lagos State, Maryland",Maryland,Lagos State,"₦ 450,000,000",300.0,4,4,Unfurnished,enterprise
5bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,"₦ 650,000,000",350.0,5,5,Unfurnished,enterprise
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,"₦ 380,000,000",450.0,5,6,Semi-Furnished,enterprise
5bdrm Duplex in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,"₦ 1,200,000,000",350.0,5,5,Semi-Furnished,enterprise
4bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,"₦ 150,000,000",400.0,4,4,Semi-Furnished,enterprise
"5bdrm Duplex in Narayi High Cost, Kaduna / Kaduna State for sale","Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,"₦ 80,000,000",652.0,5,5,Unfurnished,enterprise
4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,"₦ 570,000,000",1000.0,4,1,Unfurnished,enterprise
4bdrm Duplex in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,"₦ 180,000,000",1000.0,4,1,Unfurnished,enterprise
3bdrm Block of Flats in Old Ikoyi Lagos for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,"₦ 12,000,000,000",3000.0,3,4,Semi-Furnished,enterprise
4bdrm House in Silver Spring Agungi for sale,"Lekki, Agungi",Agungi,Lekki,"₦ 300,000,000",500.0,4,5,Unfurnished,enterprise
4bdrm House in Allen Avenue Ikeja for sale,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,"₦ 650,000,000",500.0,4,5,Semi-Furnished,enterprise
