Title,region,Region Name,region_parent_name,Price,Property Size,Bedrooms,Bathrooms,Furnishing,Is Boosted,House Type,Region Parent Name
"5bdrm Duplex in Secured Area, Maryland for sale","Lagos State, Maryland",Maryland,Lagos State,550000000.0,350.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in Secured Estate, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,450000000.0,300.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"3bdrm Block of Flats in Secured Area, Magodo Isheri for sale","Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,720000000.0,600.0,3,3,Semi-Furnished,enterprise,Block Of Flats,Lagos Mainland
"5bdrm Duplex in Secured Estate, Magodo Isheri for sale","Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,670000000.0,350.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"3bdrm Duplex in Estate, Gbagada for sale","Lagos State, Gbagada",Gbagada,Lagos State,240000000.0,270.0,3,3,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in Estate, Ogba GRA for sale","Ogba, Ogba GRA",Ogba GRA,Ogba,330000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"5bdrm Duplex in Secured Estate, Adeniyi Jones for sale","Ikeja, Adeniyi Jones",Adeniyi Jones,Ikeja,700000000.0,300.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in Secured Area, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,285000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
Furnished 4bdrm Bungalow in Ibeju for sale,"Lagos State, Ibeju",Ibeju,Lagos State,80000000.0,600.0,4,4,Furnished,diamond,Bungalow,Lagos Island
"4bdrm Duplex in Secured Area, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,550000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
3bdrm Block of Flats in Off Ago for sale,"Isolo, Ago Palace",Ago Palace,Isolo,450000000.0,650.0,3,1,Unfurnished,diamond,Block Of Flats,Lagos Mainland
6bdrm Duplex in Guzape for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1200000000.0,1500.0,6,5,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
"3bdrm Apartment in Crystal Apartments, Kado for sale","Abuja (FCT), Kado",Kado,Abuja (FCT),140000000.0,2000.0,3,4,Semi-Furnished,enterprise,Apartment,Abuja (FCT)
"4bdrm Duplex in Estate, Maryland for sale","Lagos State, Maryland",Maryland,Lagos State,500000000.0,300.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Katampe Extension for Sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,1500000000.0,2500.0,4,5,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
Furnished 4bdrm Apartment in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,135000000.0,1000.0,4,4,Furnished,diamond,Apartment,Lagos Island
"3bdrm Duplex in Secured Are, Fagba for sale","Agege, Fagba",Fagba,Agege,155000000.0,180.0,3,3,Semi-Furnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Apo Legislative Qtrs for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),1800000000.0,1300.0,4,4,Unfurnished,enterprise,Duplex,Abuja (FCT)
"4bdrm Duplex in Secured Area, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,750000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"Furnished 2bdrm Block of Flats in Secured Estate, Cement for sale","Agege, Cement",Cement,Agege,110000000.0,700.0,2,2,Furnished,enterprise,Block Of Flats,Lagos Mainland
"4bdrm Duplex in Secured Area, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,230000000.0,260.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
2bdrm Apartment in Monastery Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,90000000.0,500.0,2,3,Semi-Furnished,enterprise,Apartment,Lagos Island
"2bdrm Block of Flats in Secured Estate, Oregun for sale","Ikeja, Oregun",Oregun,Ikeja,160000000.0,600.0,2,2,Semi-Furnished,enterprise,Block Of Flats,Lagos Mainland
"4bdrm Maisonette in Secured Area, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,360000000.0,300.0,4,4,Semi-Furnished,enterprise,Maisonette,Lagos Mainland
"4bdrm Duplex in Estate, Magodo Isheri for sale","Ojodu, Magodo Isheri",Magodo Isheri,Ojodu,350000000.0,260.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"3bdrm Block of Flats in Off 69 Road, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),330000000.0,1000.0,3,4,Semi-Furnished,enterprise,Block Of Flats,Abuja (FCT)
Furnished 4bdrm Bungalow in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,160000000.0,1000.0,4,4,Furnished,diamond,Bungalow,Edo State
"4bdrm Duplex in Estate, Ikeja GRA for sale","Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,350000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in Estate, Ogudu GRA for sale","Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,500000000.0,300.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"Furnished 6bdrm House in Private Property, Nasarawa-Kano for sale","Kano State, Nasarawa-Kano",Nasarawa-Kano,Kano State,230000000.0,400.0,6,6,Furnished,False,House,Kano State
"2bdrm Block of Flats in Brains And Hammers, Life Camp for sale","Gwarinpa, Life Camp",Life Camp,Gwarinpa,70000000.0,1000.0,2,2,Unfurnished,enterprise,Block Of Flats,Abuja (FCT)
"4bdrm Duplex in Ogufayo, Awoyaya for sale","Ibeju, Awoyaya",Awoyaya,Ibeju,130000000.0,600.0,4,4,Unfurnished,diamond,Duplex,Lagos Island
4bdrm Duplex in Rumuahalu for sale,"Port-Harcourt, Rumuahalu",Rumuahalu,Port-Harcourt,300000000.0,465.0,4,5,Semi-Furnished,enterprise,Duplex,Rivers State
3bdrm Apartment in Jahi Gmor for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),500000000.0,1000.0,3,4,Unfurnished,enterprise,Apartment,Abuja (FCT)
"4bdrm Duplex in Secured Estate, Ifako-Ogba for sale","Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,330000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in Secured Area, Maryland for sale","Lagos State, Maryland",Maryland,Lagos State,290000000.0,280.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"Furnished 4bdrm Duplex in Secured Area, Aguda / Ogba for sale","Ogba, Aguda / Ogba",Aguda / Ogba,Ogba,400000000.0,280.0,4,4,Furnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Centenary City Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,180000000.0,500.0,4,4,Semi-Furnished,diamond,Duplex,Enugu State
Semi Detached Duplex,"Katampe, Katampe Extension",Katampe Extension,Katampe,650000000.0,,4,5,Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),125000000.0,500.0,4,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
"2bdrm Block of Flats in Secured Area, Iju-Ishaga for sale","Agege, Iju-Ishaga",Iju-Ishaga,Agege,130000000.0,650.0,2,2,Semi-Furnished,enterprise,Block Of Flats,Lagos Mainland
"Furnished 6bdrm Duplex in Estate, Egbeda for sale","Oyo State, Egbeda",Egbeda,Oyo State,550000000.0,450.0,6,6,Furnished,enterprise,Duplex,Oyo State
4bdrm Bungalow in Obio-Akpor for sale,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,100000000.0,465.0,4,4,Semi-Furnished,enterprise,Bungalow,Rivers State
"6bdrm Duplex in River Park Estate, Sabon Lugbe for sale","Lugbe District, Sabon Lugbe",Sabon Lugbe,Lugbe District,500000000.0,1000.0,6,6,Unfurnished,diamond,Duplex,Abuja (FCT)
"5bdrm Duplex in Secured Estate, GRA Phase 1 for sale","Magodo, GRA Phase 1",GRA Phase 1,Magodo,550000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in Secured Area, Oregun for sale","Ikeja, Oregun",Oregun,Ikeja,290000000.0,300.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,185000000.0,900.0,5,5,Semi-Furnished,diamond,Duplex,Edo State
3bdrm Bungalow in Elerangbe for sale,"Ibeju, Elerangbe",Elerangbe,Ibeju,72000000.0,500.0,3,3,Unfurnished,diamond,Bungalow,Lagos Island
5bdrm Duplex in Woji for sale,"Port-Harcourt, Woji",Woji,Port-Harcourt,180000000.0,465.0,5,5,Semi-Furnished,enterprise,Duplex,Rivers State
3bdrm Apartment in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),120000000.0,1500.0,3,4,Semi-Furnished,enterprise,Apartment,Abuja (FCT)
3bdrm Apartment in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,120000000.0,2000.0,3,4,Semi-Furnished,enterprise,Apartment,Abuja (FCT)
"8bdrm Block of Flats in Naira & Kobo Axis,, Oshimili South for sale","Delta State, Oshimili South",Oshimili South,Delta State,180000000.0,450.0,8,16,Unfurnished,diamond,Block Of Flats,Delta State
6bdrm Duplex in Obio-Akpor for sale,"Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,2000000000.0,5000.0,6,8,Semi-Furnished,enterprise,Duplex,Rivers State
"4bdrm Duplex in Ibusa Rd, Oshimili South for sale","Delta State, Oshimili South",Oshimili South,Delta State,250000000.0,500.0,4,5,Unfurnished,diamond,Duplex,Delta State
4bdrm Duplex in Olokonla for sale,"Ajah, Olokonla",Olokonla,Ajah,110000000.0,300.0,4,4,Unfurnished,False,Duplex,Lagos Island
"Furnished 2bdrm Block of Flats in Basin, Ilorin South for sale","Kwara State, Ilorin South",Ilorin South,Kwara State,1300000000.0,3150.0,2,2,Furnished,diamond,Block Of Flats,Kwara State
"Furnished 6bdrm Duplex in Goshen, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,160000000.0,602.0,6,6,Furnished,premium,Duplex,Enugu State
6bdrm House in Off Ago-Palace for sale,"Isolo, Ago Palace",Ago Palace,Isolo,350000000.0,650.0,6,5,Unfurnished,diamond,House,Lagos Mainland
"20bdrm Block of Flats in Adexson, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,72000000.0,700.0,20,20,Semi-Furnished,vip_gold,Block Of Flats,Lagos Mainland
"20bdrm Block of Flats in Jendor, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,350000000.0,700.0,20,20,Semi-Furnished,vip_gold,Block Of Flats,Lagos Mainland
2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,200000000.0,600.0,2,3,Unfurnished,vip_gold,Apartment,Lagos Island
"6bdrm Duplex in Ada George Estate, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,230000000.0,539.0,6,6,Unfurnished,enterprise,Duplex,Rivers State
"4bdrm Block of Flats in Tera Haven Thomas, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,250000000.0,600.0,4,4,Unfurnished,False,Block Of Flats,Lagos Island
"20bdrm Block of Flats in Akesan, Igando / Ikotun/Igando for sale","Ikotun/Igando, Igando / Ikotun/Igando",Igando / Ikotun/Igando,Ikotun/Igando,110000000.0,600.0,20,20,Semi-Furnished,vip_gold,Block Of Flats,Lagos Mainland
Furnished 18bdrm Apartment in Benin City for sale,"Edo State, Benin City",Benin City,Edo State,550000000.0,465.0,18,12,Furnished,diamond,Apartment,Edo State
"3bdrm House in Spring Garden Phase, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,165000000.0,150.0,3,3,Unfurnished,False,House,Lagos Island
3bdrm Bungalow in Jos for sale,"Plateau State, Jos",Jos,Plateau State,400000000.0,856.0,3,3,Semi-Furnished,False,Bungalow,Plateau State
3bdrm House in Berger for sale,"Ojodu, Berger",Berger,Ojodu,1600000000.0,3767.0,3,1,Unfurnished,enterprise,House,Lagos Mainland
4bdrm Duplex in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,850000000.0,1000.0,4,1,Unfurnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,350000000.0,500.0,4,5,Furnished,enterprise,Apartment,Lagos Island
Furnished 4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,150000000.0,500.0,4,5,Furnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm Block of Flats in Theranex Estate for sale,"Ajah, Sangotedo",Sangotedo,Ajah,95000000.0,300.0,4,4,Furnished,enterprise,Block Of Flats,Lagos Island
Furnished 2bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,260000000.0,600.0,2,2,Furnished,enterprise,Apartment,Lagos Island
Furnished 2bdrm Duplex in Mende for sale,"Maryland, Mende",Mende,Maryland,140000000.0,1000.0,2,1,Furnished,enterprise,Duplex,Lagos Mainland
3bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,300000000.0,1000.0,3,1,Unfurnished,enterprise,House,Lagos Island
"4bdrm Duplex in Works & Housing, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),260000000.0,900.0,4,4,Unfurnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,300000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
Furnished 5bdrm Bungalow in Jakande Estate for sale,"Lekki, Jakande",Jakande,Lekki,170000000.0,500.0,5,6,Furnished,enterprise,Bungalow,Lagos Island
"4bdrm Duplex in Magamond Estate, Ikota for sale","Lekki, Ikota",Ikota,Lekki,480000000.0,420.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Island
6bdrm Duplex in Durumi By American for sale,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),600000000.0,550.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
"Furnished 4bdrm Apartment in Mercy Land Estate, Ibeju for sale","Lagos State, Ibeju",Ibeju,Lagos State,170000000.0,400.0,4,4,Furnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Umuoma Estate, Owerri for sale","Imo State, Owerri",Owerri,Imo State,180000000.0,700.0,4,4,Unfurnished,enterprise,Duplex,Imo State
"6bdrm Duplex in Naf Valley Estate, Asokoro for sale","Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1000000000.0,1000.0,6,6,Unfurnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,170000000.0,300.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,1200000000.0,350.0,3,3,Semi-Furnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Ologolo for sale,"Lekki, Ologolo",Ologolo,Lekki,350000000.0,10.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,980000000.0,500.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
2bdrm Apartment in Lekki Expressway for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,350000000.0,300.0,2,3,Semi-Furnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Katampe Extension for sale,"Katampe, Katampe Extension",Katampe Extension,Katampe,800000000.0,600.0,4,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
"6bdrm Duplex in Lugbe Seaman Estate, FHA for sale","Lugbe District, FHA",FHA,Lugbe District,190000000.0,1000.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
3bdrm Apartment in Ogba for sale,"Ogba, Ifako-Ogba",Ifako-Ogba,Ogba,190000000.0,1000.0,3,4,Unfurnished,enterprise,Apartment,Lagos Mainland
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,550000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"Furnished 2bdrm Block of Flats in Ikate Lekki ,Off for sale","Lekki, Ikate",Ikate,Lekki,250000000.0,200.0,2,3,Furnished,enterprise,Block Of Flats,Lagos Island
4bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,200000000.0,600.0,4,4,Unfurnished,enterprise,Duplex,Enugu State
3bdrm Bungalow in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,100000000.0,400.0,3,4,Unfurnished,enterprise,Bungalow,Enugu State
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,650000000.0,450.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
3bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,750000000.0,180.0,3,3,Unfurnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Lekki Palm City for sale,"Lagos State, Lekki",Lekki,Lagos State,170000000.0,10.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Okebadan Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,185000000.0,450.0,5,6,Semi-Furnished,enterprise,Duplex,Oyo State
5bdrm House in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,1700000000.0,1000.0,5,1,Unfurnished,enterprise,House,Lagos Island
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,600000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,400000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,200000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
6bdrm Duplex in Life Camp for sale,"Gwarinpa, Life Camp",Life Camp,Gwarinpa,600000000.0,600.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
3bdrm Apartment in Wuse Zone 1 for sale,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),145000000.0,300.0,3,4,Unfurnished,enterprise,Apartment,Abuja (FCT)
2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,250000000.0,100.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
Furnished 4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,220000000.0,300.0,4,4,Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,150000000.0,200.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
7bdrm Block of Flats in Alakuko for sale,"Ifako-Ijaiye, Alakuko",Alakuko,Ifako-Ijaiye,220000000.0,1338.0,7,7,Unfurnished,enterprise,Block Of Flats,Lagos Mainland
Furnished 4bdrm Apartment in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,285000000.0,500.0,4,5,Furnished,enterprise,Apartment,Lagos Island
6bdrm Duplex in Idu for sale,"Jiwa, Idu",Idu,Jiwa,300000000.0,800.0,6,6,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,1400000000.0,1000.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm House in Victoria Island, Sanusi Fafunwa for sale","Victoria Island, Sanusi Fafunwa",Sanusi Fafunwa,Victoria Island,850000000.0,300.0,5,5,Unfurnished,enterprise,House,Lagos Island
3bdrm Apartment in Ikeja Gra Lagos for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,450000000.0,1000.0,3,4,Semi-Furnished,enterprise,Apartment,Lagos Mainland
"3bdrm Apartment in Private Property, Utako for sale","Abuja (FCT), Utako",Utako,Abuja (FCT),750000000.0,1000.0,3,3,Unfurnished,enterprise,Apartment,Abuja (FCT)
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,849000000.0,450.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,240000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Asokoro for sale,"Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),1800000000.0,2000.0,5,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
10bdrm Block of Flats in Ogba Lagos for sale,"Lagos State, Ogba",Ogba,Lagos State,150000000.0,300.0,10,14,Unfurnished,enterprise,Block Of Flats,Lagos Mainland
3bdrm Duplex in Sangotedo By Blenco for sale,"Ajah, Sangotedo",Sangotedo,Ajah,130000000.0,300.0,3,3,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Naf Valley, Asokoro for sale","Abuja (FCT), Asokoro",Asokoro,Abuja (FCT),970000000.0,500.0,5,6,Unfurnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,870000000.0,450.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,330000000.0,350.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,450000000.0,400.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,210000000.0,250.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,700000000.0,350.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"3bdrm Bungalow in Eliparawon Off Ada, Rumueprikom for sale","Port-Harcourt, Rumueprikom",Rumueprikom,Port-Harcourt,115000000.0,465.0,3,3,Semi-Furnished,enterprise,Bungalow,Rivers State
"Furnished 9bdrm Duplex in Ada-George, Port for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,300000000.0,500.0,9,11,Furnished,enterprise,Duplex,Rivers State
Furnished 5bdrm Duplex in Bunkoro for sale,"Gwarinpa, Bunkoro",Bunkoro,Gwarinpa,650000000.0,900.0,5,6,Furnished,enterprise,Duplex,Abuja (FCT)
2bdrm House in GRA Phase 1 for sale,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,350000000.0,1000.0,2,1,Unfurnished,enterprise,House,Lagos Mainland
3bdrm Block of Flats in Berger for sale,"Ojodu, Berger",Berger,Ojodu,250000000.0,1000.0,3,1,Unfurnished,enterprise,Block Of Flats,Lagos Mainland
4bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,380000000.0,400.0,4,5,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,650000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in VGC / Ajah for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,800000000.0,650.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Rroyal Gardens, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,900000000.0,600.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Zone B for sale,"Apo District, Zone B",Zone B,Apo District,2000000000.0,2300.0,5,6,Unfurnished,enterprise,Duplex,Abuja (FCT)
4bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,180000000.0,1000.0,4,5,Unfurnished,enterprise,House,Lagos Island
5bdrm Duplex in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,450000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm House in Chevron for sale,"Lekki, Chevron",Chevron,Lekki,550000000.0,1000.0,5,5,Unfurnished,enterprise,House,Lagos Island
5bdrm Duplex in Orchid Lekki for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,480000000.0,1000.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
2bdrm Penthouse in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,180000000.0,350.0,2,2,Semi-Furnished,enterprise,Penthouse,Lagos Island
3bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,290000000.0,350.0,3,3,Semi-Furnished,enterprise,Apartment,Lagos Island
6bdrm Duplex in Wuse Zone 7 for sale,"Abuja (FCT), Wuse",Wuse,Abuja (FCT),850000000.0,450.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,220000000.0,350.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,300000000.0,350.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,350000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Maisonette in Ikoyi South West for sale,"Ikoyi, Ikoyi S.W",Ikoyi S.W,Ikoyi,450000000.0,500.0,4,5,Semi-Furnished,enterprise,Maisonette,Lagos Island
"4bdrm Duplex in Ikeja, Opebi for sale","Ikeja, Opebi",Opebi,Ikeja,570000000.0,300.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"3bdrm Bungalow in Spring Meadow, Apo Resettlement for sale","Apo District, Apo Resettlement",Apo Resettlement,Apo District,115000000.0,650.0,3,4,Unfurnished,enterprise,Bungalow,Abuja (FCT)
5bdrm Duplex in Jabi for sale,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),2000000000.0,500.0,5,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
"3bdrm Bungalow in Rumuakparali, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,95000000.0,300.0,3,3,Semi-Furnished,enterprise,Bungalow,Rivers State
5bdrm Duplex in Enugu for sale,"Enugu State, Enugu",Enugu,Enugu State,600000000.0,500.0,5,5,Semi-Furnished,enterprise,Duplex,Enugu State
"Mini Flat in Bricks & More Plaza, Gwarinpa for sale","Abuja (FCT), Gwarinpa",Gwarinpa,Abuja (FCT),75000000.0,40.0,1,1,Unfurnished,enterprise,Unknown,Abuja (FCT)
