Title,region,Region Name,region_parent_name,Price,Property Size,Bedrooms,Bathrooms,Furnishing,Is Boosted,House Type,Region Parent Name
6bdrm Duplex in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1400000000.0,1300.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
2bdrm House in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,250000000.0,1000.0,2,1,Unfurnished,enterprise,House,Lagos Island
Furnished 4bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),130000000.0,900.0,4,5,Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Ogba for sale,"Lagos State, Ogba",Ogba,Lagos State,220000000.0,250.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,450000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Mercyland Extension for sale,"Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,225000000.0,465.0,4,5,Semi-Furnished,enterprise,Duplex,Rivers State
7bdrm House in Zone 1 / Wuse for sale,"Wuse, Zone 1 / Wuse",Zone 1 / Wuse,Wuse,870000000.0,610.0,7,10,Semi-Furnished,enterprise,House,Abuja (FCT)
"4bdrm Duplex in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,210000000.0,500.0,4,5,Unfurnished,enterprise,Duplex,Enugu State
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,875000000.0,600.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,170000000.0,300.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,230000000.0,350.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,150000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Ikota Gra, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,270000000.0,10.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
"4bdrm Penthouse in Carlton Gate Estate, Ibadan for sale","Oyo State, Ibadan",Ibadan,Oyo State,380000000.0,450.0,4,4,Semi-Furnished,enterprise,Penthouse,Oyo State
Furnished 5bdrm House in Guzape District for sale,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1200000000.0,600.0,5,6,Furnished,enterprise,House,Abuja (FCT)
5bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,860000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,950000000.0,1000.0,4,1,Unfurnished,enterprise,Duplex,Lagos Island
6bdrm Duplex in Galadimawa for sale,"Abuja (FCT), Galadimawa",Galadimawa,Abuja (FCT),200000000.0,750.0,6,6,Unfurnished,enterprise,Duplex,Abuja (FCT)
2bdrm Block of Flats in Ogba Ikeja Lagos for sale,"Ogba, Oke-Ira / Ogba",Oke-Ira / Ogba,Ogba,600000000.0,692.0,2,2,Unfurnished,enterprise,Block Of Flats,Lagos Mainland
3bdrm Apartment in Alagomeji Yaba Lagos for sale,"Yaba, Alagomeji",Alagomeji,Yaba,260000000.0,1000.0,3,4,Semi-Furnished,enterprise,Apartment,Lagos Mainland
4bdrm Duplex in Lekki Gardens 2 for sale,"Ajah, Lekki Gardens Estate",Lekki Gardens Estate,Ajah,140000000.0,1000.0,4,5,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,255000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,250000000.0,350.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
6bdrm Duplex in Durumi for sale,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),350000000.0,450.0,6,6,Unfurnished,enterprise,Duplex,Abuja (FCT)
"8bdrm Duplex in Ndic Directors, Idu Industrial for sale","Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),350000000.0,900.0,8,9,Unfurnished,enterprise,Duplex,Abuja (FCT)
"5bdrm Duplex in Independence Layout, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,400000000.0,600.0,5,6,Unfurnished,enterprise,Duplex,Enugu State
5bdrm Duplex in Ogudu GRA for sale,"Ogudu, Ogudu GRA",Ogudu GRA,Ogudu,400000000.0,300.0,5,5,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,370000000.0,400.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Carlton Gate Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,210000000.0,600.0,4,4,Unfurnished,enterprise,Duplex,Oyo State
4bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,200000000.0,300.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Berger for sale,"Ojodu, Berger",Berger,Ojodu,450000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Mainland
3bdrm House in Banana Island for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,600000000.0,1000.0,3,1,Unfurnished,enterprise,House,Lagos Island
1bdrm Apartment in Idado Estate Lekki for sale,"Lekki, Idado",Idado,Lekki,100000000.0,1000.0,1,2,Semi-Furnished,enterprise,Apartment,Lagos Island
6bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,1400000000.0,1000.0,6,7,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,450000000.0,350.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,480000000.0,300.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Pearl Garden Estate, Sangotedo for sale","Ajah, Sangotedo",Sangotedo,Ajah,290000000.0,450.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
Furnished 2bdrm Apartment in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,350000000.0,150.0,2,2,Furnished,enterprise,Apartment,Lagos Island
"5bdrm Duplex in Okebadan Estate, Akobo for sale","Ibadan, Akobo",Akobo,Ibadan,230000000.0,450.0,5,6,Semi-Furnished,enterprise,Duplex,Oyo State
"5bdrm Bungalow in Biala Estate., Iwo Road for sale","Ibadan, Iwo Road",Iwo Road,Ibadan,85000000.0,700.0,5,8,Semi-Furnished,enterprise,Bungalow,Oyo State
3bdrm Duplex in Harris Drive Vgc for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,165000000.0,1000.0,3,3,Unfurnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Private Property, Guzape District for sale","Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),1500000000.0,1800.0,5,5,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,840000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm Apartment in Oko Oba Estate for sale,"Agege, New Oko Oba",New Oko Oba,Agege,300000000.0,300.0,4,5,Furnished,enterprise,Apartment,Lagos Mainland
"7bdrm Duplex in Praise Hill Estate, Obafemi-Owode for sale","Ogun State, Obafemi-Owode",Obafemi-Owode,Ogun State,140000000.0,600.0,7,9,Unfurnished,enterprise,Duplex,Ogun State
6bdrm Mansion in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,1700000000.0,450.0,6,6,Unfurnished,enterprise,Mansion,Lagos Island
"6bdrm Duplex in Kukwab Abuja, Lokogoma for sale","Abuja (FCT), Lokogoma",Lokogoma,Abuja (FCT),650000000.0,700.0,6,7,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Maitama Main Abuja for sale,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),2000000000.0,500.0,5,6,Semi-Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Old Ikoyi for sale,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,1200000000.0,1000.0,4,1,Unfurnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Nizamiya Hospital, Karmo for sale","Abuja (FCT), Karmo",Karmo,Abuja (FCT),150000000.0,300.0,4,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1500000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Victory Park Estate for sale,"Lekki, Osapa london",Osapa london,Lekki,875000000.0,1000.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm House in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1500000000.0,1000.0,5,6,Semi-Furnished,enterprise,House,Lagos Island
4bdrm Duplex in Maryland Estate for sale,"Maryland, LSDPC Maryland Estate",LSDPC Maryland Estate,Maryland,350000000.0,1000.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,500000000.0,500.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
"2bdrm Apartment in Victoria Island, Ligali Ayorinde for sale","Victoria Island, Ligali Ayorinde",Ligali Ayorinde,Victoria Island,525000000.0,500.0,2,3,Semi-Furnished,enterprise,Apartment,Lagos Island
Furnished 9bdrm Duplex in Chevron Drive Lekki for sale,"Lekki, Chevron",Chevron,Lekki,900000000.0,1000.0,9,9,Furnished,enterprise,Duplex,Lagos Island
"6bdrm House in Victoria Garden City, VGC / Ajah for sale","Ajah, VGC / Ajah",VGC / Ajah,Ajah,1200000000.0,1000.0,6,6,Semi-Furnished,enterprise,House,Lagos Island
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,300000000.0,300.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"Furnished 5bdrm Duplex in Chevron Estate, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,380000000.0,480.0,5,6,Furnished,enterprise,Duplex,Lagos Island
"Furnished 4bdrm Duplex in Abijo Gra, Lagos. for sale","Ibeju, Abijo",Abijo,Ibeju,150000000.0,200.0,4,3,Furnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm Duplex in Osapa London Lekki for sale,"Lekki, Osapa london",Osapa london,Lekki,700000000.0,500.0,4,4,Furnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ipaja for sale,"Lagos State, Ipaja",Ipaja,Lagos State,150000000.0,200.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm House in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,1500000000.0,200.0,5,5,Unfurnished,enterprise,House,Lagos Island
3bdrm Apartment in Gbagada for sale,"Lagos State, Gbagada",Gbagada,Lagos State,135000000.0,180.0,3,3,Unfurnished,enterprise,Apartment,Lagos Mainland
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),400000000.0,300.0,4,4,Unfurnished,enterprise,Duplex,Abuja (FCT)
Furnished 3bdrm Duplex in Idu for sale,"Abuja (FCT), Idu Industrial",Idu Industrial,Abuja (FCT),110000000.0,500.0,3,3,Furnished,enterprise,Duplex,Abuja (FCT)
"4bdrm Duplex in Dana Estate, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,195000000.0,350.0,4,5,Semi-Furnished,enterprise,Duplex,Rivers State
Furnished 5bdrm Duplex in Victoria Island Extension for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,950000000.0,500.0,5,6,Furnished,enterprise,Duplex,Lagos Island
10bdrm House in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,2000000000.0,100.0,10,1,Unfurnished,enterprise,House,Lagos Island
5bdrm Duplex in Vgc Lekki Lagos for sale,"Ajah, VGC / Ajah",VGC / Ajah,Ajah,470000000.0,500.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
3bdrm Apartment in Lekki Phase 1 for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,550000000.0,3000.0,3,4,Semi-Furnished,enterprise,Apartment,Lagos Island
2bdrm Apartment in Oniru Victoria for sale,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,290000000.0,1000.0,2,2,Semi-Furnished,enterprise,Apartment,Lagos Island
"4bdrm Duplex in Private Property, Kado for sale","Abuja (FCT), Kado",Kado,Abuja (FCT),300000000.0,2400.0,4,4,Unfurnished,enterprise,Duplex,Abuja (FCT)
5bdrm Duplex in Ado / Ajah for sale,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,400000000.0,300.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,650000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm Bungalow in Centenary City, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,135000000.0,500.0,5,5,Unfurnished,enterprise,Bungalow,Enugu State
2bdrm Apartment in Victoria Island for sale,"Lagos State, Victoria Island",Victoria Island,Lagos State,250000000.0,150.0,2,2,Unfurnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,550000000.0,250.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,950000000.0,350.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Ikoyi for sale,"Lagos State, Ikoyi",Ikoyi,Lagos State,1100000000.0,500.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Ikota Gra, Lekki for sale","Lagos State, Lekki",Lekki,Lagos State,150000000.0,10.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Engineer Lere Adigun, Basorun for sale","Ibadan, Basorun",Basorun,Ibadan,280000000.0,450.0,4,4,Unfurnished,enterprise,Duplex,Oyo State
"3bdrm Apartment in Off Admiralty Way, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,250000000.0,2400.0,3,3,Unfurnished,enterprise,Apartment,Lagos Island
5bdrm Duplex in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,550000000.0,350.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"Furnished 2bdrm Apartment in Cello 3, Lekki Phase 1 for sale","Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,260000000.0,300.0,2,2,Furnished,enterprise,Apartment,Lagos Island
5bdrm Duplex in Alaka Estate for sale,"Surulere, Alaka Estate",Alaka Estate,Surulere,430000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,350000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm House in Ikota for sale,"Lekki, Ikota",Ikota,Lekki,370000000.0,1000.0,5,5,Unfurnished,enterprise,House,Lagos Island
3bdrm Apartment in Banana Island Ikoyi for sale,"Ikoyi, Banana Island",Banana Island,Ikoyi,1100000000.0,1000.0,3,4,Semi-Furnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,330000000.0,350.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
6bdrm Maisonette in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),350000000.0,500.0,6,7,Unfurnished,enterprise,Maisonette,Abuja (FCT)
6bdrm Duplex in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,400000000.0,400.0,6,6,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Maryland for sale,"Lagos State, Maryland",Maryland,Lagos State,450000000.0,300.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Ikeja for sale,"Lagos State, Ikeja",Ikeja,Lagos State,650000000.0,350.0,5,5,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,380000000.0,450.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Apartment in Ajah for sale,"Lagos State, Ajah",Ajah,Lagos State,150000000.0,400.0,4,4,Semi-Furnished,enterprise,Apartment,Lagos Island
"5bdrm Duplex in Narayi High Cost, Kaduna / Kaduna State for sale","Kaduna State, Kaduna / Kaduna State",Kaduna / Kaduna State,Kaduna State,80000000.0,652.0,5,5,Unfurnished,enterprise,Duplex,Kaduna State
4bdrm Duplex in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,570000000.0,1000.0,4,1,Unfurnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Abule Egba for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,180000000.0,1000.0,4,1,Unfurnished,enterprise,Duplex,Lagos Mainland
4bdrm House in Silver Spring Agungi for sale,"Lekki, Agungi",Agungi,Lekki,300000000.0,500.0,4,5,Unfurnished,enterprise,House,Lagos Island
4bdrm House in Allen Avenue Ikeja for sale,"Ikeja, Allen Avenue",Allen Avenue,Ikeja,650000000.0,500.0,4,5,Semi-Furnished,enterprise,House,Lagos Mainland
"4bdrm Duplex in Maryland Ikeja Lagos, Mende for sale","Maryland, Mende",Mende,Maryland,750000000.0,500.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Mainland
4bdrm Duplex in Seagate Estate Ikate for sale,"Lekki, Ikate",Ikate,Lekki,500000000.0,1000.0,4,5,Semi-Furnished,enterprise,Duplex,Lagos Island
Furnished 4bdrm Duplex in Sabon Lugbe Axis for sale,"Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),260000000.0,1000.0,4,5,Furnished,enterprise,Duplex,Abuja (FCT)
4bdrm Duplex in Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,500000000.0,250.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Mainland
5bdrm House in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,1100000000.0,400.0,5,5,Unfurnished,enterprise,House,Lagos Island
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,320000000.0,450.0,5,5,Unfurnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,1100000000.0,700.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Royal Gardens Estate, Off Lekki-Epe Expressway for sale","Ajah, Off Lekki-Epe Expressway",Off Lekki-Epe Expressway,Ajah,650000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Ogombo for sale,"Ajah, Ogombo",Ogombo,Ajah,350000000.0,300.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
4bdrm Apartment in Ilaje for sale,"Ondo State, Ilaje",Ilaje,Ondo State,180000000.0,400.0,4,5,Unfurnished,enterprise,Apartment,Ondo State
3bdrm Apartment in Opebi for sale,"Ikeja, Opebi",Opebi,Ikeja,175000000.0,1000.0,3,1,Unfurnished,enterprise,Apartment,Lagos Mainland
4bdrm Bungalow in Eleko Junction Ibeju for sale,"Ibeju, Eleko",Eleko,Ibeju,70000000.0,600.0,4,5,Semi-Furnished,enterprise,Bungalow,Lagos Island
5bdrm Duplex in Orchid Lekki Lagos for sale,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,750000000.0,603.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
Furnished 2bdrm Apartment in Ikate for sale,"Lekki, Ikate",Ikate,Lekki,165000000.0,120.0,2,2,Furnished,enterprise,Apartment,Lagos Island
4bdrm Duplex in Ilupeju for sale,"Lagos State, Ilupeju",Ilupeju,Lagos State,250000000.0,500.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
"4bdrm Duplex in General Paint, Ajah for sale","Lagos State, Ajah",Ajah,Lagos State,145000000.0,10.0,4,4,Unfurnished,enterprise,Duplex,Lagos Island
"Furnished 4bdrm Bungalow in Almond Garden, Enugu for sale","Enugu State, Enugu",Enugu,Enugu State,150000000.0,500.0,4,5,Furnished,enterprise,Bungalow,Enugu State
"4bdrm Duplex in Peter Odili Road, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,320000000.0,400.0,4,5,Semi-Furnished,enterprise,Duplex,Rivers State
3bdrm Duplex in Lafiaji for sale,"Lekki, Lafiaji",Lafiaji,Lekki,140000000.0,300.0,3,3,Semi-Furnished,enterprise,Duplex,Lagos Island
7bdrm Duplex in Osapa london for sale,"Lekki, Osapa london",Osapa london,Lekki,2200000000.0,1000.0,7,1,Unfurnished,enterprise,Duplex,Lagos Island
3bdrm Apartment in Ikeja Gra Lagos for sale,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,800000000.0,1000.0,3,4,Semi-Furnished,enterprise,Apartment,Lagos Mainland
3bdrm Block of Flats in Lekki Phase 1 Right for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,1200000000.0,550.0,3,4,Semi-Furnished,enterprise,Block Of Flats,Lagos Island
4bdrm House in Omole Phase 2 Lagos for sale,"Ikeja, Omole Phase 2",Omole Phase 2,Ikeja,280000000.0,500.0,4,5,Semi-Furnished,enterprise,House,Lagos Mainland
"3bdrm Duplex in Trulo, Kubwa for sale","Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),110000000.0,2000.0,3,4,Unfurnished,False,Duplex,Abuja (FCT)
4bdrm Duplex in Magodo for sale,"Lagos State, Magodo",Magodo,Lagos State,650000000.0,300.0,4,4,Unfurnished,enterprise,Duplex,Lagos Mainland
5bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,480000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
"3bdrm House in Mojisola Onikoyi, Banana Island for sale","Ikoyi, Banana Island",Banana Island,Ikoyi,720000000.0,1000.0,3,1,Unfurnished,enterprise,House,Lagos Island
"4bdrm Penthouse in Leisure Court, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),120000000.0,450.0,4,5,Unfurnished,enterprise,Penthouse,Abuja (FCT)
"2bdrm Duplex in Makogi Estate, Lekki Expressway for sale","Lekki, Lekki Expressway",Lekki Expressway,Lekki,85000000.0,400.0,2,2,Unfurnished,enterprise,Duplex,Lagos Island
4bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,940000000.0,500.0,4,4,Semi-Furnished,enterprise,Duplex,Lagos Island
"4bdrm Duplex in Shell Co-Operative, Obio-Akpor for sale","Rivers State, Obio-Akpor",Obio-Akpor,Rivers State,260000000.0,320.0,4,4,Semi-Furnished,enterprise,Duplex,Rivers State
13bdrm Block of Flats in Old Bodija Estate for sale,"Ibadan, Old Bodija",Old Bodija,Ibadan,400000000.0,1037.0,13,15,Unfurnished,enterprise,Block Of Flats,Oyo State
3bdrm Duplex in Sangotedo for sale,"Ajah, Sangotedo",Sangotedo,Ajah,135000000.0,300.0,3,3,Semi-Furnished,enterprise,Duplex,Lagos Island
5bdrm Duplex in Lekki Phase 2 for sale,"Lekki, Lekki Phase 2",Lekki Phase 2,Lekki,600000000.0,350.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Island
"5bdrm Duplex in Cowrie Creek, Ikate for sale","Lekki, Ikate",Ikate,Lekki,1200000000.0,1000.0,5,1,Unfurnished,enterprise,Duplex,Lagos Island
7bdrm Block of Flats in Egbeda for sale,"Alimosho, Egbeda",Egbeda,Alimosho,300000000.0,1000.0,7,1,Unfurnished,enterprise,Block Of Flats,Oyo State
3bdrm Apartment in Lekki Phase 1 Lagos for sale,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,370000000.0,1000.0,3,4,Semi-Furnished,enterprise,Apartment,Lagos Island
3bdrm Bungalow in Graceland Estate for sale,"Ajah, Oke Ira / Ajah",Oke Ira / Ajah,Ajah,95000000.0,600.0,3,4,Semi-Furnished,enterprise,Bungalow,Lagos Island
"6bdrm Duplex in Kukwaba, Around, Kaura for sale","Abuja (FCT), Kaura",Kaura,Abuja (FCT),450000000.0,500.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
"4bdrm Duplex in Ambassador Villa, Lugbe District for sale","Abuja (FCT), Lugbe District",Lugbe District,Abuja (FCT),190000000.0,400.0,4,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
6bdrm Duplex in Abuja (FCT) for sale,Abuja (FCT),Abuja (FCT),,750000000.0,500.0,6,6,Unfurnished,enterprise,Duplex,Abuja (FCT)
"2bdrm Block of Flats in Rumuibekwe Estate, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,290000000.0,752.0,2,3,Semi-Furnished,enterprise,Block Of Flats,Rivers State
"3bdrm Block of Flats in Eagle Estate, Off, Port-Harcourt for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,72750000.0,300.0,3,4,Unfurnished,enterprise,Block Of Flats,Rivers State
4bdrm Duplex in Jahi for sale,"Abuja (FCT), Jahi",Jahi,Abuja (FCT),550000000.0,350.0,4,5,Unfurnished,enterprise,Duplex,Abuja (FCT)
Furnished 6bdrm Mansion in Ibeshe / Amuwo-Odofin for sale,"Amuwo-Odofin, Ibeshe / Amuwo-Odofin",Ibeshe / Amuwo-Odofin,Amuwo-Odofin,320000000.0,1700.0,6,6,Furnished,enterprise,Mansion,Lagos Mainland
4bdrm House in Northern Foreshore for sale,"Lekki, Chevron",Chevron,Lekki,700000000.0,600.0,4,4,Semi-Furnished,enterprise,House,Lagos Island
3bdrm Block of Flats in Karaole Estate for sale,"Lagos State, Abule Egba",Abule Egba,Lagos State,180000000.0,709.0,3,3,Semi-Furnished,enterprise,Block Of Flats,Lagos Mainland
5bdrm Duplex in Williams Elliott for sale,"Agege, Oko-Oba",Oko-Oba,Agege,230000000.0,300.0,5,6,Semi-Furnished,enterprise,Duplex,Lagos Mainland
"2bdrm Apartment in Yaba Lagos, Alagomeji for sale","Yaba, Alagomeji",Alagomeji,Yaba,170000000.0,550.0,2,3,Semi-Furnished,enterprise,Apartment,Lagos Mainland
5bdrm Duplex in Lekki for sale,"Lagos State, Lekki",Lekki,Lagos State,1600000000.0,400.0,5,5,Semi-Furnished,enterprise,Duplex,Lagos Island
6bdrm Mansion in Wuye Main for sale,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),1600000000.0,600.0,6,7,Unfurnished,enterprise,Mansion,Abuja (FCT)
6bdrm Duplex in Apo Resettlement for sale,"Abuja (FCT), Apo District",Apo District,Abuja (FCT),680000000.0,500.0,6,7,Unfurnished,enterprise,Duplex,Abuja (FCT)
"4bdrm Duplex in 79Th Estate Akwaka, for sale","Rivers State, Port-Harcourt",Port-Harcourt,Rivers State,191400000.0,300.0,4,5,Semi-Furnished,enterprise,Duplex,Rivers State
